Country_Code,Country_Name,Year,age_dependency_ratio,agricultural_land,exports,fertility_rate,gdp_current,gdp_growth,labor_force,life_expectancy,manufacturing,natural_resources,primary_energy_consumption,population,Total.including.LUCF,deaths_air_pollute,Total.excluding.LUCF
DEU,Germany,1/1/12,51.11023125,47.81086819,1.63332E+12,1.41,3.52714E+12,0.418497594,41853628,80.53902439,7.10947E+11,0.16477829,46132.67,80425823,834469970.7,19.41,863679992.7
DJI,Djibouti,1/1/12,64.33874242,73.4253667,void,3.237,1353632942,void,202429,60.848,void,0.893774805,3784.8132,954297,1409999.967,119.3,1409999.967
DMA,Dominica,1/1/12,50.41814966,33.33333333,158362963,void,485996296.3,-1.059000243,void,void,14959259.26,0.041332265,11020.953,68888,310000.0024,43.32,310000.0024
DNK,Denmark,1/1/12,54.2840556,65.6,1.78723E+11,1.73,3.27149E+11,0.226499792,2871734,80.05121951,37406355472,1.678780859,36404.7,5591572,50700000.76,17.58,52650001.53
DOM,Dominican Republic,1/1/12,55.40748815,48.68557235,14917450220,2.485,60681537196,2.717367897,4176432,72.514,9098010130,0.446722351,9560.256,10030882,32799999.24,53.05,33970001.22
DZA,Algeria,1/1/12,48.66663488,17.38149,77123007377,2.956,2.09059E+11,3.4,11293832,74.202,78938712340,29.98557346,13624.91,37260563,234990005.5,83.87,235429992.7
ECU,Ecuador,1/1/12,57.51050748,30.22588178,26522271000,2.517,87924544000,5.641962067,6732540,76.062,11390409000,14.32001257,11233.191,15483883,87930000.31,39.66,70849998.47
ERI,Eritrea,1/1/12,84.86604215,62.70124772,void,4.407,void,void,1467698,64.838,void,void,685.90375,3252596,6150000.095,212.85,5769999.981
ESP,Spain,1/1/12,48.45951494,53.86137822,4.16702E+11,1.32,1.32475E+12,-2.958922132,23569775,82.42682927,1.47377E+11,0.074239263,35681.477,46773055,334519989,13.1,342350006.1
EST,Estonia,1/1/12,50.27408886,22.55012975,19844301075,1.56,23019150071,3.228200494,683905,76.32682927,3224671816,2.143634326,55555.875,1322696,13510000.23,14.72,19659999.85
ETH,Ethiopia,1/1/12,88.48340506,32.33083576,5962716169,4.883,43310721414,8.647811633,42951636,61.543,1481252970,14.90051602,556.8703,94451280,155630004.9,176.38,122610000.6
FIN,Finland,1/1/12,53.59323278,7.519497186,1.00238E+11,1.8,2.5829E+11,-1.397545728,2700773,80.62682927,37350091480,0.530548901,62931.297,5413971,6460000.038,5.75,61110000.61
FJI,Fiji,1/1/12,54.00175797,17.38916256,2427342310,2.666,3972012571,1.411314382,389837,67.552,459254874.6,2.029412232,7124.355,911059,-370000.0048,112.99,2180000.067
FRA,France,1/1/12,56.31722888,52.67908181,7.83713E+11,2.01,2.68367E+12,0.313134751,30288027,81.96829268,2.78071E+11,0.049519594,45710.95,65662240,399260009.8,13.52,460299987.8
GAB,Gabon,1/1/12,69.67471173,8.310451353,10465457223,4.086,17170465294,5.251076918,561279,64.587,2833368129,36.60708544,11009.131,1836705,19350000.38,106.15,12880000.11
GBR,United Kingdom,1/1/12,52.89336022,71.02054313,8.22039E+11,1.92,2.70634E+12,1.448456757,32778349,80.90487805,2.51417E+11,0.940973075,37385.125,63700215,559229980.5,14.33,568539978
GEO,Georgia,1/1/12,47.36587928,35.0410131,6020953188,1.938,16488403076,6.369008306,2047551,72.412,1565009387,1.085785206,14376.836,3728874,15340000.15,92.02,15340000.15
GHA,Ghana,1/1/12,73.04087561,55.7355454,16656634665,4.183,41270954737,9.292789406,11512114,62.081,2336178092,16.0573304,2631.042,26858762,57970001.22,175.29,28540000.92
GIN,Guinea,1/1/12,91.04485884,58.6032883,2531048966,5.195,7638045254,5.915286261,3486597,57.406,804275770.3,16.61728799,1131.1559,10788692,33139999.39,243.89,21770000.46
GNB,Guinea-Bissau,1/1/12,84.89890351,27.18556188,153091833.4,5.003,989271229.6,-1.712683012,527145,57.69,120807440.8,17.09524264,890.10126,1652717,4239999.771,275.54,2289999.962
GNQ,Equatorial Guinea,1/1/12,72.25054656,6.876292335,16098338224,5.04,22388345810,8.312871844,410173,58.865,3826112811,39.70623681,26990.076,1193636,19469999.31,112.8,15640000.34
GRC,Greece,1/1/12,52.88504635,56.50116369,69565465933,1.34,2.42029E+11,-7.086696786,4927758,80.63414634,18861272004,0.235858838,31434.191,11045011,102339996.3,32.05,100930000.3
GRD,Grenada,1/1/12,50.06343699,23.52941176,void,2.194,799882259.3,-1.155143735,void,75.042,25970777.78,0,10276.385,115912,2400000.095,53.41,2400000.095
GTM,Guatemala,1/1/12,72.75379436,35.54647256,12530952104,3.219,49593961142,2.974708568,5980602,71.463,9634482920,2.170255872,4238.173,14781942,33389999.39,105,25620000.84
GUY,Guyana,1/1/12,55.94515678,6.037947676,void,2.606,4063089192,5.27633062,282787,67.23,244423642.2,16.52635776,11325.232,743966,21090000.15,95.33,4340000.153
HND,Honduras,1/1/12,65.49207085,30.02949325,9431576950,2.774,18528601901,4.128687749,3268694,71.734,3276994390,1.635728843,4748.774,8792367,25819999.69,123.27,19889999.39
HRV,Croatia,1/1/12,49.64228345,23.78314631,22335640413,1.52,57369359295,-2.331661645,1865281,76.92439024,7750141145,1.291380756,20222.328,4267558,22399999.62,47.4,23889999.39
HTI,Haiti,1/1/12,64.78069019,64.22351234,1323609690,3.302,13708926466,0.502424404,4302589,62.291,2210782785,0.492284008,1038.1431,10108539,9670000.076,224.44,9010000.229
HUN,Hungary,1/1/12,45.99674463,58.96387938,1.10625E+11,1.34,1.28814E+11,-1.250226023,4358321,75.06341463,23795228135,0.6455676,25314.305,9920362,58950000.76,57.22,57610000.61
IDN,Indonesia,1/1/12,50.41081963,30.09290452,2.25744E+11,2.49,9.1787E+11,6.030050653,122341616,68.973,1.96892E+11,6.118954411,7802.655,250222695,1702300049,123.65,834260009.8
IND,India,1/1/12,54.55749587,60.42062566,4.48401E+11,2.467,1.82764E+12,5.456388753,476025355,67.887,2.89076E+11,4.031955719,5530.136,1274487215,2740399902,183.92,2795860107
IRL,Ireland,1/1/12,50.75270932,65.8005516,2.35594E+11,1.98,2.25629E+11,-0.005542011,2225018,80.84634146,44336675919,0.054802228,36858.668,4599533,60069999.69,11.53,62310001.37
IRQ,Iraq,1/1/12,78.35288357,19.72854117,97029493670,4.477,2.18002E+11,13.93643017,8207067,68.023,5933539920,49.04653052,12609.801,33864447,228270004.3,138.51,228190002.4
ISL,Iceland,1/1/12,50.29499838,18.67531172,8102421430,2.04,14751508134,1.063636607,189063,82.91707317,1723300992,0.000359196,177259.34,320716,2950000.048,4.69,3029999.971
ISR,Israel,1/1/12,62.06241815,24.31608133,92621172361,3.05,2.62282E+11,2.587653844,3623923,81.70487805,36030265729,0.293003357,37267.684,7910500,95540000.92,25.85,95589996.34
ITA,Italy,1/1/12,53.83653847,46.42598692,5.92263E+11,1.43,2.08696E+12,-2.980905768,25127011,82.23902439,2.89036E+11,0.187831463,32295.605,59539717,419630004.9,21.33,454260009.8
JAM,Jamaica,1/1/12,45.33491387,40.99722992,4469328382,1.696,14807086889,-0.61363604,1256812,73.433,1197230867,1.336959662,11794.336,2759817,8670000.076,37.34,8430000.305
JOR,Jordan,1/1/12,64.80971107,11.76954269,14307042254,3.559,31634561670,2.429358335,1759866,74.366,5943777458,2.915186614,13750.912,7211863,32020000.46,66.93,32020000.46
JPN,Japan,1/1/12,60.39257997,12.48010974,9.04147E+11,1.41,6.27236E+12,1.374750999,65518907,83.09609756,1.23357E+12,0.019975646,43428.844,127629000,1286530029,10.08,1336089966
KAZ,Kazakhstan,1/1/12,47.21730366,80.38378338,91747467851,2.62,2.07999E+11,4.8,8857279,69.52,23047903429,23.38963925,42868.234,16792090,293399993.9,98.22,303250000
KEN,Kenya,1/1/12,81.81869063,48.72263415,11203176166,4.088,56396706006,4.568679614,18509902,61.115,6250638829,2.881534557,1571.521,43725806,67860000.61,148.32,59560001.37
KHM,Cambodia,1/1/12,54.70378113,30.90301382,8136084083,2.664,14054443213,7.313345505,6865596,68.915,2120515328,2.293983506,1784.2876,14786640,98059997.56,195.27,28709999.08
KIR,Kiribati,1/1/12,64.6783712,41.97530864,26425553.94,3.774,189630151.2,5.136144329,void,65.378,9453302.961,0.058389811,2144.771,111618,79999.99821,257.34,79999.99821
KWT,Kuwait,1/1/12,32.01105659,8.529741863,1.30086E+11,2.168,1.7407E+11,6.6258183,1859490,78.812,10382279385,54.75707211,123815.99,3394663,117620002.7,70.84,117629997.3
LBN,Lebanon,1/1/12,45.80770906,64.32062561,12680893475,2.169,44016799516,2.564791337,1772391,78.628,3251975594,0.00182191,17286.11,5178337,28500000,77.63,28569999.69
LBR,Liberia,1/1/12,85.69003507,18.40199336,void,4.881,2791614000,7.993814446,1918752,59.913,void,26.68712067,960.11163,4331740,15170000.08,182.34,1690000.057
LBY,Libya,1/1/12,58.6477078,8.726712664,61878180233,2.68,92538004280,86.82674844,1894791,72.247,2138701752,63.70423743,36727.043,5869870,132610000.6,73.7,132610000.6
LIE,Liechtenstein,1/1/12,43.53963511,34.1875,void,1.51,5456009385,void,void,82.38292683,void,0.006552387,,36505,200000.003,NA,200000.003
LKA,Sri Lanka,1/1/12,50.02411036,43.69319088,void,2.196,70447191496,8.632181377,8016571,73.906,13904826052,0.140422702,3708.9927,20425000,29770000.46,85.87,29120000.84
LSO,Lesotho,1/1/12,66.10165518,75.27338603,1015401315,3.305,2477702253,6.334821701,870326,47.835,283734352.2,4.698133308,2031.2562,2054718,2440000.057,244.32,2440000.057
LTU,Lithuania,1/1/12,49.50633624,45.34894853,33580700076,1.6,42927454291,3.843864749,1472231,73.86341463,8030694315,0.522091063,22378.55,2987773,13890000.34,38.37,19950000.76
LUX,Luxembourg,1/1/12,44.88511707,51.04759833,1.02344E+11,1.57,59776383527,1.64990203,258659,81.39268293,2723776395,0.124308373,90375.62,530946,11430000.31,14.93,11670000.08
LVA,Latvia,1/1/12,50.25588982,29.58522828,17308645446,1.44,28169902669,7.042247161,1039903,73.77804878,3198905908,1.293672705,22364.078,2034319,9.00E+06,48.53,11649999.62
MAR,Morocco,1/1/12,51.2331479,68.12233923,34323976635,2.598,98266306615,3.009961262,11546217,71.679,14967549024,6.474220181,6228.6133,33352169,76110000.61,100.69,77550003.05
MDA,Moldova,1/1/12,39.12535087,74.86305539,2711403158,1.659,8709138765,-0.589733963,958149,69.143,927909752.9,0.172638712,12907.23,2860324,12119999.89,67.08,12560000.42
MDG,Madagascar,1/1/12,82.46402836,70.29108191,2521980869,4.466,11578974888,3.011148115,11412154,63.544,1003341759,6.681035357,587.69507,22966240,39930000.31,226.95,29389999.39
MDV,Maldives,1/1/12,40.00686416,21.33333333,void,2.202,2886170572,2.517383942,161070,78.682,75748333.85,0.007473313,16074.46,387539,1360000.014,38.05,1360000.014
MEX,Mexico,1/1/12,54.98575362,51.70503357,3.87539E+11,2.294,1.20109E+12,3.642322679,50313012,74.574,1.96339E+11,6.416090756,18553.57,115755909,687030029.3,47.27,672119995.1
MHL,Marshall Islands,1/1/12,70.37532637,66.66666667,99021270.75,void,179855800,-1.2927116,void,void,6766600,0,,52203,180000.0072,136.71,180000.0072
MKD,North Macedonia,1/1/12,41.92680287,50.23790642,4421834902,1.5,9745251126,-0.456183224,934772,74.90243902,997780343.8,1.787563193,14941.913,2061044,11960000.04,144.05,11960000.04
MLI,Mali,1/1/12,101.7429627,34.13484785,3465895926,6.523,12442036265,-0.836734632,6095846,57.079,717294057.5,12.10710509,809.08594,16514687,32299999.24,193.85,32299999.24
MLT,Malta,1/1/12,46.44919249,32.1875,15434793781,1.42,9462289606,4.118660982,187135,80.74634146,1035204934,0,64067.15,420028,3170000.076,24.49,3170000.076
MMR,Myanmar,1/1/12,48.92967241,19.21304448,3550528930,2.274,58318677645,6.485754004,23875925,64.141,11614892409,3.265490975,1768.9735,50218185,212029998.8,217.36,93550003.05
MNE,Montenegro,1/1/12,47.22885164,38.14126394,1785211358,1.72,4087725813,-2.723790771,251895,76.2,166628549.4,0.9501563,21271.9,620601,3779999.971,93.12,3750000
MNG,Mongolia,1/1/12,47.06649132,73.24948515,5356224606,2.739,12292770631,12.31981985,1203558,68.111,919773641.3,22.38436462,19704.566,2792349,42180000.31,184.32,3.90E+07
MOZ,Mozambique,1/1/12,92.50120099,50.96609273,4722762672,5.451,16350804543,7.258439253,10678295,55.639,1414325528,13.36735946,2691.4565,24487611,97639999.39,226.37,29049999.24
MRT,Mauritania,1/1/12,91.16137441,38.47967401,3247124766,4.986,6728208836,4.470013182,888042,63.578,438755387.4,21.60571119,2868.289,3636113,12020000.46,142.03,11630000.11
MUS,Mauritius,1/1/12,41.0152706,42.85714286,6276838602,1.54,11668685524,3.496118365,575615,73.86341463,1592512479,0.003740965,16894.842,1255882,6.00E+06,41.67,5989999.771
MWI,Malawi,1/1/12,100.5517304,59.23843869,void,4.924,6028487929,1.885799508,6035606,58.679,557880357.4,8.797775008,613.107,15581251,15630000.11,182.4,6880000.114
MYS,Malaysia,1/1/12,47.04530778,23.8295541,2.49353E+11,2.116,3.14443E+11,5.473454193,13645536,74.944,72756410256,9.688590575,34999.082,29660212,148389999.4,50.9,258369995.1
NAM,Namibia,1/1/12,67.27609775,47.13891824,5224411421,3.676,13042007432,5.06168207,789420,57.64,1589821475,1.729679204,9293.788,2167470,29750000,138.23,19190000.53
NER,Niger,1/1/12,106.6240531,35.35328018,1517787449,7.4,9426913349,10.54894458,7084004,59.65,708581115.1,13.269233,510.9592,17954407,32400001.53,236.38,31170000.08
NGA,Nigeria,1/1/12,90.25184642,74.81980302,1.46367E+11,5.832,4.63971E+11,4.230061175,54750499,51.497,35839656468,16.59427421,2033.5607,170075932,307779998.8,167.65,261670013.4
NIC,Nicaragua,1/1/12,59.92372698,42.40485292,4999469140,2.55,10532006608,6.495258014,2583025,72.615,1496218154,4.574671361,3816.931,6030607,27159999.85,87.26,16149999.62
NLD,Netherlands,1/1/12,50.93089124,54.61743772,6.66972E+11,1.72,8.38923E+11,-1.030353991,9013873,81.10487805,90059831532,1.194592522,63098.31,16754962,187089996.3,18.34,185720001.2
NOR,Norway,1/1/12,51.44933288,2.718182913,2.0728E+11,1.85,5.09506E+11,2.703109471,2673428,81.45121951,33701074345,10.31919204,111976.48,5018573,29360000.61,7.37,48310001.37
NPL,Nepal,1/1/12,66.67131155,28.74782002,1899085037,2.387,21703106502,4.670122149,7095655,67.47,1255573073,0.961086179,967.2062,27330694,38130001.07,236.72,34240001.68
NRU,Nauru,1/1/12,63.80175659,20,69086409.57,void,96927201.48,11.36363636,void,void,void,void,23654.348,10444,50000.00075,48.29,50000.00075
NZL,New Zealand,1/1/12,52.19418133,42.5711139,50852168175,2.1,1.76207E+11,2.245302935,2364788,81.15609756,18691813593,1.751453744,53956.47,4408100,65459999.08,4.57,82180000.31
OMN,Oman,1/1/12,34.2207663,4.600323102,54825227568,2.929,87408842653,8.863122256,1778911,77.061,8681664499,46.42991216,80657.055,3535579,79519996.64,143.37,79519996.64
PAK,Pakistan,1/1/12,74.15827212,46.78160025,27816080761,4.169,2.24384E+11,3.50703342,63271853,64.782,31449233996,2.475577359,3401.6624,202205861,340730011,222.28,335269989
PAN,Panama,1/1/12,55.09139783,30.30669895,30399600000,2.636,40429700000,9.778490071,1689370,76.819,2519400000,0.260231138,27221.777,3754862,21659999.85,27.79,17260000.23
PER,Peru,1/1/12,58.07738258,19.60957813,52881407340,2.487,1.92649E+11,6.139724706,16520323,74.544,29214058235,9.894429608,8778.908,29749589,178759994.5,47.16,89720001.22
PHL,Philippines,1/1/12,61.7297401,41.68762786,71941899917,3.127,2.61921E+11,6.896951711,40075145,70.881,55863902477,1.729061083,3663.483,98032317,167309997.6,136.88,164869995.1
PLW,Palau,1/1/12,37.99307958,9.347826087,void,2.23,212397800,1.67259734,void,void,2087100,0,,17946,239999.9946,25.29,239999.9946
PNG,Papua New Guinea,1/1/12,66.71391915,2.627743674,void,3.746,21295659244,4.657119597,2427546,63.733,525207457.5,15.73856128,2603.1743,8026545,56919998.17,279.64,16590000.15
POL,Poland,1/1/12,41.02296879,47.44628045,2.19282E+11,1.33,4.95237E+11,1.545221571,18268758,76.74634146,82900967296,3.795266395,29494.252,38063164,337339996.3,54.91,364420013.4
PRT,Portugal,1/1/12,51.76526624,40.00884376,81685225652,1.28,2.16224E+11,-4.057293608,5385170,80.37317073,24636786375,0.203388615,25259.12,10514844,64699996.95,12.41,65489997.86
PRY,Paraguay,1/1/12,58.93619179,41.35449283,12641839183,2.625,33271921136,-0.708043112,2878115,72.454,6162498371,1.471886332,23638.725,5923322,110839996.3,54.6,42490001.68
QAT,Qatar,1/1/12,18.3508055,5.986218777,1.42876E+11,1.969,1.86834E+11,4.730011844,1405646,79.227,19662368599,36.6131817,232492.97,1905660,96610000.61,149.43,96610000.61
ROU,Romania,1/1/12,46.66458567,59.70350404,64042731100,1.52,1.79133E+11,1.924993262,9217872,74.41219512,38113199931,2.440410404,19514.236,20058035,-176580001.8,57.41,108529998.8
RWA,Rwanda,1/1/12,81.46335306,73.60072963,918133646.2,4.233,7650671477,8.641520625,3843907,64.009,633133814.7,6.385271,376.87762,10840334,6.00E+06,168.15,4230000.019
SAU,Saudi Arabia,1/1/12,44.47591266,80.63720816,3.9942E+11,2.78,7.35975E+11,5.41142278,12176430,76.461,72047874945,49.70618015,87771.18,30821543,638880004.9,133.11,638880004.9
SDN,Sudan,1/1/12,81.35687727,36.51346895,7627752197,4.895,63195499524,-17.0046884,9918251,63.792,void,11.42563266,2326.128,35159792,119760002.1,173.32,98239997.86
SEN,Senegal,1/1/12,86.85799235,46.56417182,3969170438,5.005,17660871726,4.002995551,3527583,65.457,3001483841,4.883423144,2088.1826,13231833,27180000.31,160.02,22610000.61
SGP,Singapore,1/1/12,27.66110783,1.033994334,5.80494E+11,1.29,2.95087E+11,4.435497594,3185075,81.99512195,56411298712,0.000393234,154824.39,5312437,58560001.37,19.63,58610000.61
SLB,Solomon Islands,1/1/12,79.66842402,3.965702036,591554274.5,4.412,1185215902,2.466001387,282266,69.084,109854252.8,20.74850351,2854.3516,567763,-17040000.92,463.96,779999.9714
SLE,Sierra Leone,1/1/12,85.18508314,53.15392075,1251015326,5.064,3801862611,15.18176908,2285506,55.451,76707737.89,9.756969443,610.7244,6788587,9909999.847,237.95,6530000.21
SLV,El Salvador,1/1/12,59.9505555,60.31370656,6110250000,2.187,21386150000,2.822623757,2579866,71.831,3458870000,0.769149556,6081.1167,6161289,13340000.15,48.38,12250000
SOM,Somalia,1/1/12,102.11126,70.17725635,void,7.198,void,void,2230090,53.161,void,void,274.60495,12440326,42799999.24,298.57,25450000.76
SRB,Serbia,1/1/12,47.56340557,39.59067002,15524118113,1.45,43309252921,-0.681542369,3108558,74.83658537,6851894836,2.904078499,25155.969,7199077,59630001.07,104.1,62459999.08
SSD,South Sudan,1/1/12,80.48468564,45.09662858,5110494407,5.197,11931472169,-46.08212237,4404444,55.865,324055389.8,7.427095395,557.73737,10701604,59759998.32,177.87,52159999.85
STP,Sao Tome and Principe,1/1/12,83.9394497,45.83333333,void,4.667,250680845.7,3.14197646,59976,65.746,18504190.22,3.813736762,3240.6765,189924,360000.0143,169.8,150000.006
SUR,Suriname,1/1/12,55.09573433,0.469230769,void,2.565,4980000000,2.690349747,212231,69.764,1060303030,29.00783106,21876.135,558111,12340000.15,57.3,4090000.153
SVN,Slovenia,1/1/12,45.2037071,30.36826717,33951293540,1.58,46577793184,-2.639438757,1012538,80.12439024,8724212295,0.256709798,39508.95,2057159,15510000.23,24.99,18139999.39
SWE,Sweden,1/1/12,55.66024068,7.44219137,2.4877E+11,1.91,5.52484E+11,-0.588304569,5028100,81.70487805,76908307348,1.04097432,68276.1,9519374,31799999.24,5.83,54049999.24
SWZ,Eswatini,1/1/12,70.31890978,71.04651163,1793016565,3.255,4886533033,5.396630697,353324,49.835,1515754300,3.749481045,5257.977,1111444,2279999.971,185.89,2390000.105
SYC,Seychelles,1/1/12,43.27459761,3.260869565,1052393462,2.37,1059498884,1.260828926,void,74.27560976,89283289.55,0.164339362,43465.02,88303,550000.0119,35.16,550000.0119
TCD,Chad,1/1/12,102.7257476,39.45759212,4757484165,6.905,12367363678,8.882576072,4144052,50.54,254624220.7,26.61802842,300.60336,12754906,8.50E+07,253.43,57470001.22
TGO,Togo,1/1/12,80.36461241,70.78507079,1750943040,4.806,3873308389,6.543507029,2356627,58.073,266949721.9,20.98329272,1401.0083,6926635,7539999.962,200.49,6599999.905
THA,Thailand,1/1/12,38.80456668,42.98381256,2.74121E+11,1.586,3.97558E+11,7.242796202,41198445,76.772,1.11208E+11,3.114136321,19416.682,69157023,376440002.4,51.21,373850006.1
TJK,Tajikistan,1/1/12,65.64411252,33.93112318,1318783376,3.421,7633049792,7.499999463,2141635,68.484,722924625.9,1.794964035,7500.7905,7956382,9460000.038,204.39,9859999.657
TKM,Turkmenistan,1/1/12,51.24510898,72.00646905,20688070175,2.936,35164210526,11.09999996,1840852,68.722,void,38.68794722,55318.344,5458682,144419998.2,104.86,144419998.2
TON,Tonga,1/1/12,75.98755832,45.83333333,80357543.22,3.781,470714083.4,0.823102718,37242,70.442,27548645.94,0.039773069,4765.8237,107502,250000,80.32,250000
TTO,Trinidad and Tobago,1/1/12,38.87586799,10.52631579,void,1.711,27121712423,6.610119728,693119,73.716,4922470655,16.05678023,158070.3,1430377,32130001.07,45.7,32020000.46
TUN,Tunisia,1/1/12,44.2900531,63.86457261,21721900634,2.216,47311159485,4.216677115,4077364,75.55,7302452142,6.630234958,8330.834,11174383,43180000.31,74.98,39290000.92
TUV,Tuvalu,1/1/12,60.01769129,60,void,3.467,39345620.21,-2.127659574,void,63.964,void,0,0,10854,19999.99955,53.46,19999.99955
TZA,Tanzania,1/1/12,92.36694762,42.33189659,8870642952,5.098,39650522646,4.50015356,22376520,62.03,3742308818,6.93385894,975.05444,47786137,133669998.2,166.46,73470001.22
UGA,Uganda,1/1/12,104.1365514,71.88809096,4230158408,5.784,27305915761,3.837455606,12143029,58.817,4547496333,10.64470385,590.71204,34273295,51970001.22,171.01,36060001.37
UKR,Ukraine,1/1/12,42.24883954,71.28530001,86517457139,1.531,1.82592E+11,0.152314967,21940939,70.94414634,22330371668,4.952000843,31779.547,45593342,321750000,73.79,335940002.4
URY,Uruguay,1/1/12,56.92928825,81.34498914,13287539945,2.006,51264390116,3.538178707,1720216,77.111,6240494604,1.146405382,17837.305,3371133,31530000.69,16.61,38419998.17
USA,United States,1/1/12,49.76039018,44.06499907,2.2177E+12,1.8805,1.6254E+13,2.280687603,158452837,78.74146341,1.92732E+12,0.862395253,79102.35,313877662,5593250000,13.98,6011120117
UZB,Uzbekistan,1/1/12,49.13582166,57.90729693,13008814597,2.193,67517349212,7.102444887,12282564,69.874,7113201922,19.00902383,18407.363,29774500,171899993.9,241.71,175020004.3
VNM,Vietnam,1/1/12,43.48730975,34.43311204,1.24149E+11,1.927,1.95591E+11,5.50454562,51880303,73.704,39654231323,9.395804864,7012.6265,89301326,241580001.8,112.64,263500000
VUT,Vanuatu,1/1/12,74.98622889,15.34044299,383721495.1,4.124,747839697.7,1.010047687,108633,69.497,28109566.86,0.798609981,2561.162,257313,730000.0191,263.97,730000.0191
WSM,Samoa,1/1/12,76.82764653,19.25795053,215950586.7,4.606,773157453.3,-3.732130209,66042,72.167,62928943.94,0.40124368,6256.2554,198124,639999.9857,156.34,529999.9714
ZAF,South Africa,1/1/12,50.45250521,79.41785028,1.17893E+11,2.447,4.34401E+11,2.396232385,21285409,61.846,54224447021,5.481971832,26770.203,53145033,544979980.5,96.45,538549987.8
ZMB,Zambia,1/1/12,92.13160793,32.06392338,10222369009,5.146,25503060420,7.597593211,4688259,58.867,1804548929,13.56671601,3116.7373,14744658,85150001.53,179.94,34560001.37
ZWE,Zimbabwe,1/1/12,86.71712196,41.87669639,4306653100,4.096,17114849880,15.74487708,4931171,55.626,2403507200,5.933414927,4106.9497,13265331,42290000.92,192.56,30719999.31
AFG,Afghanistan,1/1/13,97.12553365,58.12366803,void,5.696,20564485419,5.600744658,7881567,62.417,2364888525,0.558013471,1156.8546,31541209,26770000.46,277.75,27020000.46
AGO,Angola,1/1/13,93.53572065,43.45647389,67697415579,5.953,1.33402E+11,4.949999998,10968484,59.307,6439751496,30.85046542,3897.9126,26147002,128100006.1,147.93,81089996.34
ALB,Albania,1/1/13,46.58644075,43.33211679,3694412184,1.697,12776220507,1.002017541,1227940,78.123,646451378.5,2.947423285,13392.774,2895092,8090000.153,62.67,8930000.305
AND,Andorra,1/1/13,38.65208269,40.0212766,void,void,3193704343,-3.547596515,void,void,122579359.8,0,void,71367,589999.9738,11.98,589999.9738
ARE,United Arab Emirates,1/1/13,17.31575729,5.342157139,3.92245E+11,1.602,4.00219E+11,5.055559654,5973682,78.853,31720297182,27.10489338,129486.29,8751847,230889999.4,139.02,230889999.4
ARG,Argentina,1/1/13,56.08687236,44.92193124,80690471898,2.322,5.52025E+11,2.405323781,18964106,76.491,82864793306,3.01544202,23186.992,42202935,4.31E+08,27.71,364480011
ARM,Armenia,1/1/13,41.98225091,59.11485774,3153323144,1.6,11121465767,3.3,1441157,73.676,1076844300,1.097153902,14838.981,2901385,9060000.42,92.24,9140000.343
ATG,Antigua and Barbuda,1/1/13,42.26669882,20.45454545,952148148.1,1.537,1181448148,-0.600876397,void,77.583,32362962.96,0,32853.875,88497,1049999.952,34.75,1049999.952
AUS,Australia,1/1/13,49.98463717,48.39371022,3.15051E+11,1.855,1.57638E+12,2.578754288,12176891,82.14878049,1.04167E+11,5.311125253,67165.75,23128129,554250000,4.57,580880004.9
AUT,Austria,1/1/13,48.27405744,32.91808047,2.299E+11,1.44,4.30191E+11,0.025504712,4423190,81.13658537,70963139795,0.224162919,48505.23,8479823,71800003.05,17.85,78870002.75
AZE,Azerbaijan,1/1/13,41.59165799,57.70454518,35907329509,1.98,74164435946,5.809800843,4428280,70.881,3126577438,26.93279703,15996.532,9416801,46409999.85,134.38,49259998.32
BDI,Burundi,1/1/13,92.72357484,79.16666667,222979905.7,5.889,2451606684,4.924189898,4347855,59.235,234025960.2,17.49531308,216.88063,10149577,2200000.048,225.1,3599999.905
BEL,Belgium,1/1/13,53.33853283,44.13804491,4.13907E+11,1.76,5.21791E+11,0.459242193,4962050,80.58780488,65550726755,0.019336891,64125.37,11159407,110529998.8,18.95,112889999.4
BEN,Benin,1/1/13,86.82210876,35.03015254,3451240667,5.345,12517845128,7.191433721,4056023,58.965,1367170241,3.515618529,1889.7343,10308730,21889999.39,203.06,11159999.85
BFA,Burkina Faso,1/1/13,93.62027393,45.11330409,3640311464,5.697,13444301139,5.792584845,6376479,57.823,1367254712,10.64952569,749.8596,17636408,32520000.46,210.6,26649999.62
BGD,Bangladesh,1/1/13,56.73103955,71.27602366,29304945498,2.184,1.4999E+11,6.013605658,59781775,69.565,24661459165,1.165407416,1949.77,154030139,1.99E+08,160.58,176779998.8
BGR,Bulgaria,1/1/13,50.90996333,46.01142225,36043133822,1.48,55810138436,-0.560493966,3363140,74.86097561,void,1.124089855,26555.246,7265115,39849998.47,83.14,51959999.08
BHR,Bahrain,1/1/13,28.66087645,11.16883117,34102925532,2.164,32539468085,5.41683981,722754,79.246,4821462766,24.8392438,161367.75,1261673,45919998.17,125.54,45930000.31
BIH,Bosnia and Herzegovina,1/1/13,42.89416014,42.20703125,6133981060,1.276,18178503835,2.349856663,1386578,76.33,1988204195,1.78183507,20240.654,3617559,23469999.31,96.11,27180000.31
BLR,Belarus,1/1/13,43.28330693,42.93177203,44058175676,1.668,75527984234,1.003470841,5043888,72.47073171,16612950450,1.475164567,30421.854,9443211,73720001.22,72.02,90110000.61
