Country_Code,Country_Name,Year,age_dependency_ratio,agricultural_land,exports,fertility_rate,gdp_current,gdp_growth,labor_force,life_expectancy,manufacturing,natural_resources,primary_energy_consumption,population,Total.including.LUCF,deaths_air_pollute,Total.excluding.LUCF
MLI,Mali,1/1/98,100.4764595,30.85585032,620691654.1,6.892,2920358713,7.57166764,3965972,49.164,void,6.45324677,274.41876,10620475,22860000.61,230.14,17940000.53
MLT,Malta,1/1/98,48.52777906,28.125,4331196817,1.84,3958227428,5.125601231,153425,77.58780488,709470659.7,0,29060.49,385287,2640000.105,36.15,2640000.105
MMR,Myanmar,1/1/98,60.47619588,16.08623803,void,2.889,4613071495,5.761847221,22036882,59.794,void,0.297462006,923.9542,44516185,220309997.6,329.87,66779998.78
MNE,Montenegro,1/1/98,49.88702906,38.28996283,void,1.952,void,4.900005846,231551,73.31421951,void,void,,607662,4.00E+06,114.59,4329999.924
MNG,Mongolia,1/1/98,67.78853667,83.44886069,537971733.7,2.363,1124440249,3.339936599,919808,61.765,79600058.66,3.952555922,17177.256,2405148,33360000.61,279.89,28309999.47
MOZ,Mozambique,1/1/98,88.36021208,47.06630382,523122522,5.86,5263877520,9.931251949,7925921,48.024,765562621.1,10.26336062,555.14966,16923195,72220001.22,231.03,21569999.69
MRT,Mauritania,1/1/98,90.15439741,38.56602309,497094892.7,5.574,2032345832,2.777804784,653565,60.609,210628483.2,5.836231682,5573.307,2550501,8689999.58,186.63,8289999.962
MUS,Mauritius,1/1/98,47.50620636,50.24630542,2738791382,1.97,4169664285,6.071940161,503643,70.60731707,877037778.2,0.020807949,9006.974,1160421,3319999.933,62.8,3339999.914
MWI,Malawi,1/1/98,95.43361767,48.57870174,void,6.235,1750584265,3.89525363,4722122,42.848,215548034.1,12.90350679,595.0406,10732456,12109999.66,246.12,3730000.019
MYS,Malaysia,1/1/98,61.95914157,21.13742201,83529351814,3.119,72167498981,-7.359415188,8797880,72.168,20771759071,9.097977614,22715.674,21810542,282079986.6,67.13,138960006.7
NAM,Namibia,1/1/98,82.08454569,47.15227927,1602298916,4.152,3873098656,3.291585621,541608,54.101,369249588.5,0.755601344,5618.035,1735953,20479999.54,193.59,9869999.886
NER,Niger,1/1/98,96.71336778,28.42030473,369279320.8,7.762,2643363407,9.972614956,4550111,48.191,242271553.4,8.752189989,390.2149,10854920,23719999.31,295.98,17819999.69
NGA,Nigeria,1/1/98,87.43182076,72.3095293,9907407841,6.069,54604050168,2.581254103,39762797,46.036,9528715747,9.418008479,2042.3184,116690527,293970001.2,229.6,235899993.9
NIC,Nicaragua,1/1/98,80.90553264,40.82599302,896202984.3,3.339,4635267225,3.711681465,1726072,65.209,589880307.3,1.577757884,3082.8777,4974552,30870000.84,105.87,10590000.15
NLD,Netherlands,1/1/98,46.97843422,58.44194313,2.59916E+11,1.63,4.38008E+11,4.66391716,7899213,77.88292683,62051766274,0.116485193,63980.645,15707209,221679992.7,35.12,220220001.2
NOR,Norway,1/1/98,54.7245399,2.866576864,56898781991,1.81,1.54163E+11,2.624426222,2376840,78.32926829,16253462512,1.666137061,115140.7,4431464,36220001.22,17.15,51279998.78
NPL,Nepal,1/1/98,81.01533359,29.54825175,1108297014,4.235,4856255044,3.016389481,5768836,61.549,435625504.4,1.271680096,531.4146,23703328,24200000.76,282.11,25370000.84
NRU,Nauru,1/1/98,71.67907361,20,void,void,void,void,void,void,void,void,60174.56,10377,100000.0015,87.17,100000.0015
NZL,New Zealand,1/1/98,52.72413418,56.59868596,16652981736,1.89,56227169851,0.797441296,1911213,78.08536585,8875203958,1.225521101,57292.6,3815000,48869998.93,9.07,74760002.14
OMN,Oman,1/1/98,69.42248996,3.460420032,5909903251,4.344,13996914694,2.642338032,787575,72.97,655369050.7,23.86960886,31427.941,2279727,31319999.69,183.36,31319999.69
PAK,Pakistan,1/1/98,89.2281478,47.68576173,10252214044,5.508,62191955814,2.550234295,40910246,61.09,9131384030,0.750701441,3119.7485,145476106,225550003.1,259.85,217490005.5
PAN,Panama,1/1/98,61.26334393,28.90772128,7831147900,2.789,11575486400,7.341500703,1171795,73.279,1431242000,0.15060922,21117.146,2885177,16770000.46,41.06,10760000.23
PER,Peru,1/1/98,66.94084263,17.91992188,7605311668,3.002,55501467877,-0.391537556,11099974,69.082,8250153615,1.300627228,5429.1777,25818226,117589996.3,68.71,57639999.39
PHL,Philippines,1/1/98,72.10070171,37.84753664,28163215374,3.848,74492325248,-0.5140906,28274035,69.1,void,0.543580961,3973.8286,74491918,134559997.6,118.62,131949996.9
PLW,Palau,1/1/98,47.97488226,9.347826087,void,void,void,void,void,void,void,void,,18852,219999.9988,23.32,219999.9988
PNG,Papua New Guinea,1/1/98,75.40922501,2.150775074,2047871461,4.632,3789443015,-3.769113218,2195020,60.629,350750254.9,14.30312601,2553.1975,5138829,45880001.07,286.44,13239999.77
POL,Poland,1/1/98,48.4371961,60.21417611,45328595270,1.44,1.74686E+11,4.640514962,17377007,72.99756098,30280543247,0.475935429,28770.186,38663481,365470001.2,94.39,378839996.3
PRT,Portugal,1/1/98,48.47908312,40.68306011,33876548308,1.47,1.23946E+11,4.807962976,5123546,75.71219512,19829016028,0.10800396,27262.021,10160196,74019996.64,27.28,72400001.53
PRY,Paraguay,1/1/98,78.66162216,37.5563554,5059911870,3.798,9260481572,0.068037756,2074787,69.478,1328896632,1.900382485,24258.488,4923449,74800003.05,76.98,31100000.38
QAT,Qatar,1/1/98,35.47009145,5.684754522,5240109890,3.342,10255495027,void,353028,74.809,void,26.61916849,232336.03,580997,34450000.76,205.59,34450000.76
ROU,Romania,1/1/98,47.53218872,64.23189163,9596101848,1.32,41694118973,-2.029812906,11808407,69.80731707,8919107706,0.908568321,21607.326,22507344,133449996.9,116.52,132720001.2
RWA,Rwanda,1/1/98,101.7060536,65.46412647,111106099,6.116,1989343495,8.858669491,2514746,41.681,223492956.3,10.87362731,441.22787,7914645,5159999.847,299.96,2220000.029
SAU,Saudi Arabia,1/1/98,64.8842565,77.58560537,43493066667,4.419,1.46775E+11,2.893362519,6443914,71.879,15491746667,21.05937593,61183.168,20472580,327049987.8,149.63,327049987.8
SDN,Sudan,1/1/98,94.32986165,55.17760943,754007519.9,5.504,11250327988,4.308504255,6872080,48.81,957001643.4,0.213917425,797.8403,25029144,102949996.9,248.16,70279998.78
SEN,Senegal,1/1/98,91.65956684,43.57762427,1209064961,5.581,6505607633,5.898479318,2597292,56.418,void,2.948681532,1714.1635,9261526,22620000.84,180.4,15479999.54
SGP,Singapore,1/1/98,35.49696951,1.791044776,1.42984E+11,1.48,85728310229,-2.191015006,2059539,77.3,19449569790,0.000709947,108245.53,3927213,48750000,41.21,48799999.24
SLB,Solomon Islands,1/1/98,87.04704292,2.643801358,185438989.9,4.903,457584496.2,1.291512249,192058,66.92,void,6.556126066,1724.7887,408145,4420000.076,502.08,5.00E+05
SLE,Sierra Leone,1/1/98,89.45343017,38.9165974,94546559.22,6.495,672375927.3,1.785014281,1621415,42.789,25752110.51,21.66198437,830.8873,4449975,6179999.828,272.44,2569999.933
SLV,El Salvador,1/1/98,73.86971507,67.04247104,2667080400,3.357,10936669900,2.6522773,2270123,68.478,2038585600,0.65398958,4884.881,5885083,11390000.34,83.81,10300000.19
SOM,Somalia,1/1/98,98.4707367,70.24420569,void,7.647,void,void,1457094,50.66,void,void,294.3282,8056862,42310001.37,321.62,24959999.08
SRB,Serbia,1/1/98,44.89293587,40.44134461,3643557842,void,19457979423,3.340877358,3496556,void,4116531084,0.179428334,,7567745,72069999.69,159.91,74959999.08
SSD,South Sudan,1/1/98,99.81229809,void,void,7.817,void,void,2139400,18.385,void,void,,5699436,59520000.46,215.14,47119998.93
STP,Sao Tome and Principe,1/1/98,93.65519152,47.91666667,void,5.282,void,void,43139,61.187,void,void,2534.4563,139790,79999.99821,221.56,70000.0003
SUR,Suriname,1/1/98,63.51522191,0.564102564,void,2.955,1110850000,2.300001651,142033,65.594,87305000,4.78688492,21710.32,461749,6829999.924,85.33,3369999.886
SVN,Slovenia,1/1/98,43.13667988,24.32969215,10518606463,1.23,22146231968,3.279365444,981123,74.80731707,4932052799,0.136847557,40314.047,1981629,9239999.771,55.33,18639999.39
SWE,Sweden,1/1/98,56.4537586,7.931954582,1.0838E+11,1.5,2.70809E+11,4.311836353,4469076,79.33902439,53787217449,0.339159066,80458.05,8850974,75300003.05,12.15,73400001.53
SWZ,Eswatini,1/1/98,91.8408868,71.10465116,1059266140,4.098,1576904292,2.604039401,290912,50.333,518969665.2,4.116647787,5282.4126,1005158,2269999.981,196.67,2279999.971
SYC,Seychelles,1/1/98,56.08124159,8.695652174,122321126.5,2.04,608369282.2,8.403398785,void,71.74634146,91617415.1,0.082154845,29523.95,78846,379999.9952,43.88,379999.9952
TCD,Chad,1/1/98,105.8648304,38.61975858,322640866.6,7.266,1744794457,6.951579914,2780394,47.224,188058177.3,11.6316656,102.55824,7709115,44669998.17,283.53,30129999.16
TGO,Togo,1/1/98,86.01139287,61.59220445,471224953,5.384,1587345951,-2.299876568,1575801,54.199,110178495.1,10.38014581,751.60645,4728297,7210000.038,229.6,4309999.943
THA,Thailand,1/1/98,44.54985735,39.24915344,65860554070,1.784,1.13676E+11,-7.634035286,33973095,72.862,30860481535,0.797800989,10930.514,61745217,253850006.1,87.11,2.38E+08
TJK,Tajikistan,1/1/98,91.07042551,32.48785367,645119752.8,4.281,1320242081,5.312867659,1540882,61.519,255146021.1,0.26283778,10748.015,6156805,7510000.229,217.26,7469999.79
TKM,Turkmenistan,1/1/98,74.13105733,75.543166,774538217.3,3.102,2605688065,7.100000344,1500223,64.106,451503648.3,6.626393437,33653.324,4431517,60889999.39,141.01,60889999.39
TON,Tonga,1/1/98,79.32511104,43.05555556,37511930.29,4.328,191504892.8,2.458759103,36258,68.642,14156233.24,0.05479136,5547.4536,101343,239999.9946,105.46,239999.9946
TTO,Trinidad and Tobago,1/1/98,49.2162203,12.86549708,void,1.797,6043694330,8.124563997,584169,69.16,void,6.177644481,77341.914,1322572,14039999.96,77.06,13949999.81
TUN,Tunisia,1/1/98,59.43520896,60.63336766,8398612453,2.219,21803372267,4.783762478,3170401,73.169,3631860894,1.694880939,8681.736,9677148,26340000.15,90.47,27260000.23
TUV,Tuvalu,1/1/98,75.45073757,66.66666667,void,3.956,12757632.87,15.50121998,void,63.418,536688.0261,0,0,9634,19999.99955,123.22,19999.99955
TZA,Tanzania,1/1/98,91.07089544,38.15759765,1230116922,5.789,12270448700,3.708511596,15562875,50.914,1347670732,5.729599934,497.82812,32626498,101339996.3,206.46,47080001.83
UGA,Uganda,1/1/98,111.3703058,61.26820479,634713533,6.887,6584815847,4.905265484,7793558,47.175,545295208.8,16.79184843,377.72678,22537658,35930000.31,231.7,19149999.62
UKR,Ukraine,1/1/98,49.03071856,71.82359541,17543988202,1.211,41883241478,-1.900000002,23445196,68.37487805,10578485609,1.872714613,32257.031,50144500,334859985.4,101.14,383369995.1
URY,Uruguay,1/1/98,59.67560621,85.41880928,4168346709,2.262,25385928189,4.518890097,1501566,74.527,3597519371,0.327248534,15881.316,3262683,19879999.16,26.06,33099998.47
USA,United States,1/1/98,51.63265156,45.26583804,9.52979E+11,1.999,9.06282E+12,4.481394432,142198644,76.5804878,1.4296E+12,0.51406607,92491.875,275854000,6208830078,27.84,6624459961
UZB,Uzbekistan,1/1/98,74.66882932,64.25481899,3382144369,2.815,14988971211,4.3,9240613,65.035,void,3.302029888,21355.254,24051000,164639999.4,219.31,165389999.4
VNM,Vietnam,1/1/98,64.65489695,24.74730406,12203044875,2.169,27209602050,5.764455464,37949911,72.107,void,4.698021434,2354.6465,77128424,52130001.07,146.92,122690002.4
VUT,Vanuatu,1/1/98,91.09582607,14.10992617,110925951.3,4.575,262293410.7,1.176854361,71034,68.763,11559197.76,0.647688718,1155.9979,183088,579999.9833,291.72,579999.9833
WSM,Samoa,1/1/98,81.91490435,18.02120141,void,4.609,269481523.2,2.194889718,59362,70.171,48381090.8,1.291912616,3593.4138,180385,540000.0215,171.14,430000.0072
ZAF,South Africa,1/1/98,70.04125188,80.77554015,34450554420,2.63,1.52983E+11,0.5,17767558,60.001,29568179712,2.873926371,24972.107,45852166,397510009.8,132.08,388529998.8
ZMB,Zambia,1/1/98,103.8257105,29.62778622,870898448,6.049,3537683046,-0.385746146,2844369,44.701,381139305.1,7.379458556,3194.412,9372430,51689998.63,234.15,27229999.54
ZWE,Zimbabwe,1/1/98,86.08818832,37.53392788,2778011500,4.032,6401968200,2.885211796,4335714,46.819,922913800,5.584195114,4663.5015,11548364,42119998.93,147.49,31270000.46
AFG,Afghanistan,1/1/99,107.4724722,57.8829554,void,7.599,void,void,4546322,54.846,void,void,350.34662,19262847,13279999.73,403.81,15670000.08
AGO,Angola,1/1/99,95.90987487,37.54389428,void,6.683,6152922943,2.181489718,6557385,45.386,198301063.2,40.03055055,1742.2544,15870753,87510002.14,244.76,58639999.39
ALB,Albania,1/1/99,60.49745891,41.78832117,540977914.6,2.318,3212121651,12.89080364,1325723,75.183,145590152.1,0.531109875,6892.834,3108778,8020000.458,110.85,7820000.172
AND,Andorra,1/1/99,38.29092594,48.93617021,void,void,1239876305,4.099078922,void,void,void,0,,65655,569999.9928,17.69,569999.9928
ARE,United Arab Emirates,1/1/99,31.66770171,7.265558997,void,2.793,84445473111,2.902213645,1763485,73.67,7226412526,14.67794107,173803.53,3097563,108830001.8,184.62,108830001.8
ARG,Argentina,1/1/99,61.46079497,46.92237703,27862300000,2.643,2.83523E+11,-3.385457041,16415837,73.722,48089824700,1.361017899,18986.668,36653031,337779998.8,38.24,288709991.5
ARM,Armenia,1/1/99,57.7278262,46.46996839,383089746.9,1.709,1845482173,3.300000001,1446059,70.257,void,0.177492136,8518.906,3206030,5750000,127.65,5619999.886
ATG,Antigua and Barbuda,1/1/99,54.75985828,20.45454545,825222222.2,1.956,766200000,3.70761791,void,74.347,12940740.74,0,27767.398,73821,579999.9833,42.75,579999.9833
AUS,Australia,1/1/99,49.67625763,59.05692306,71285875423,1.755,3.8939E+11,4.956324506,9338857,78.93170732,46507707733,1.848067697,69004.56,18812264,632750000,8.97,572760009.8
AUT,Austria,1/1/99,48.44807286,35.81192438,85506764814,1.34,2.17259E+11,3.556331247,3900723,77.87560976,38869687702,0.095909494,48794.266,7992324,6.50E+07,32.64,78470001.22
AZE,Azerbaijan,1/1/99,59.22504055,56.73659392,1281432039,2.07,4581432039,7.4000013,4227769,64.189,276820388.3,15.94296418,15564.704,7982750,34439998.63,157.79,36009998.32
BDI,Burundi,1/1/99,104.5754042,73.48130841,61217971.47,6.897,808077223.4,-1.009999996,2652842,47.528,91378496.52,15.41724374,315.766,6180180,7559999.943,296.93,1929999.948
BEL,Belgium,1/1/99,52.32971045,46.34369287,1.66731E+11,1.62,2.58246E+11,3.542743464,4371569,77.6195122,44694827429,0.022845658,71412.86,10226419,134220001.2,33.73,138139999.4
BEN,Benin,1/1/99,94.67598208,27.58070238,846151172,5.998,3677394292,5.341449372,2667735,56.526,484312461.2,3.232847874,379.54037,6788589,22659999.85,241.45,6539999.962
BFA,Burkina Faso,1/1/99,99.19957844,36.44005848,283164612.3,6.586,3389566983,7.395237801,4814344,50.325,548655346.4,4.632223202,406.48276,11533554,28579999.92,236.59,15010000.23
BGD,Bangladesh,1/1/99,71.09289714,72.87393409,6028722962,3.304,51270569884,4.670156369,45916479,66.228,7377371048,0.438698144,1001.8188,126754824,135399993.9,231.52,112940002.4
BGR,Bulgaria,1/1/99,48.27681484,51.33327307,5825652718,1.23,13627325461,-8.396090667,3519675,71.41219512,void,0.61452192,26340.684,8210624,36569999.69,145.37,58330001.83
BHR,Bahrain,1/1/99,47.78924892,14.08450704,5221808511,2.869,6621010372,4.29999896,318052,74.98,void,16.66039347,152743.7,692133,24360000.61,192.21,24370000.84
BIH,Bosnia and Herzegovina,1/1/99,45.58037389,41.11328125,1295321569,1.37,4685733115,9.599999716,1411271,75.076,501376906.3,1.359024434,14060.222,4153014,18270000.46,122.11,14989999.77
BLR,Belarus,1/1/99,48.92814827,45.75640299,7186389619,1.31,12138486532,3.399999163,4735445,67.90731707,3422615776,1.641703283,24001.736,10026738,49009998.32,103.66,81519996.64
BLZ,Belize,1/1/99,79.79157332,6.57606313,440500000,3.714,975000000,8.951866847,81714,68.773,90069500,0.376298424,9712.191,232733,8399999.619,83.69,1789999.962
BOL,Bolivia,1/1/99,77.75625318,34.21859134,1398595313,4.09,8285075838,0.426885423,3688233,61.871,1126284013,2.495614943,4920.966,8439052,120360000.6,120.17,31760000.23
BRA,Brazil,1/1/99,55.76734936,27.3050942,57355154407,2.331,5.99642E+11,0.467937566,77242076,69.524,73807144653,1.714781728,12988.97,173486281,1807270020,61.26,748830017.1
BRB,Barbados,1/1/99,49.77972819,41.86046512,1230497688,1.762,2951822205,0.334655429,139642,74.039,225227464.8,0.283706779,24525.236,264170,3640000.105,44.42,3640000.105
BTN,Bhutan,1/1/99,74.10248748,14.3718593,130380863.9,3.607,399268801.7,7.983972022,244302,62.23,36155441.24,4.283373518,8449.229,570990,-5639999.866,211.14,910000.0262
BWA,Botswana,1/1/99,75.27801035,45.59666861,3027160280,3.342,5484257417,9.667240795,587962,51.694,305099039.9,1.356367529,6505.0327,1691558,55369998.93,206.04,13890000.34
CAF,Central African Republic,1/1/99,92.30204704,8.265112845,192136061.3,5.933,999477510.7,3.599974904,1392226,45.75,void,9.612906861,409.53317,3655360,43020000.46,339.81,21799999.24
CAN,Canada,1/1/99,46.79184778,6.833125316,2.83991E+11,1.54,6.78412E+11,5.162913624,16041716,78.88536585,1.15848E+11,2.157453305,116807.08,30401286,695270019.5,15.31,625309997.6
CHE,Switzerland,1/1/99,48.52669586,39.69892473,1.39348E+11,1.48,2.97874E+11,1.662701284,3998186,79.5804878,54200099854,0.016948358,52284.445,7143991,52009998.32,22.81,53479999.54
CHL,Chile,1/1/99,54.02195403,20.25467633,21400586959,2.044,75596103237,-0.273631398,6252432,76.018,11099855685,3.683981625,19313.861,15176410,56630001.07,43.69,73779998.78
CHN,China,1/1/99,46.83160748,55.5703836,1.98697E+11,1.53,1.094E+12,7.6616515,722366791,71.419,void,1.817842265,9069.434,1252735000,4028580078,216.74,4376500000
CIV,Cote d'Ivoire,1/1/99,89.84245739,61.63522013,5423051765,5.847,18870992456,1.166859983,5891255,50.957,2051326695,2.208139959,2235.8508,16345894,87080001.83,248.43,25719999.31
CMR,Cameroon,1/1/99,95.23174897,19.37763111,2247078405,5.629,11565827386,4.511304221,6584643,52.695,1784925176,5.112066557,1557.3041,14698973,137229995.7,213.31,81389999.39
COL,Colombia,1/1/99,60.26525798,41.16088328,15812211475,2.627,86186158685,-4.204015244,17419738,70.926,11936244933,4.330626514,8351.263,38585033,228800003.1,62.33,135839996.3
COM,Comoros,1/1/99,98.23732311,70.92960774,33793543.43,5.372,382454989.9,1.924408712,119936,58.781,void,1.271047552,595.3226,526443,379999.9952,204.65,319999.9928
CRI,Costa Rica,1/1/99,59.44925977,36.97610654,6066566857,2.48,14254866281,4.21481117,1594177,77.138,2662451819,1.154233514,10529.213,3901430,13069999.69,36.1,10579999.92
CUB,Cuba,1/1/99,45.35066305,62.01117318,4123500000,1.618,28364615200,6.188755304,4523200,75.893,4712700000,0.783378591,10253.048,11070094,32819999.69,48.44,43540000.92
CYP,Cyprus,1/1/99,48.54974248,15.60606061,7025878101,1.674,10497908306,4.997960422,432477,76.295,905978425,0.014109308,31000.758,931600,7820000.172,56.14,7889999.866
CZE,Czechia,1/1/99,43.9957344,55.41607351,27868246879,1.13,65173130995,1.384148943,5180055,74.66829268,14729412309,0.434754433,43809.21,10283860,123830001.8,63.16,133270004.3
DEU,Germany,1/1/99,46.63789941,49.14894836,5.9174E+11,1.36,2.19495E+12,1.887261154,40025496,77.72682927,4.38871E+11,0.047372568,48598.67,82100243,914039978,30.93,965059997.6
DJI,Djibouti,1/1/99,75.69674604,66.91113028,void,4.67,536080148.1,void,155131,56.427,void,0.391087418,10010.687,719371,1230000.019,151.68,1230000.019
DMA,Dominica,1/1/99,67.17282328,25.33333333,void,void,331759259.3,0.354079012,void,void,20733333.33,0.02546173,6606.403,68698,239999.9946,55.82,189999.9976
DNK,Denmark,1/1/99,49.63972075,66.1,70026519452,1.73,1.77965E+11,2.948022161,2861273,76.34146341,25369356526,0.46537474,46251.043,5321799,73800003.05,32.09,73510002.14
DOM,Dominican Republic,1/1/99,66.80054803,51.06603188,7743634113,2.865,22136621337,5.940049136,3168452,69.279,4797700304,0.190528243,7435.3843,8411374,19209999.08,55.08,26440000.53
DZA,Algeria,1/1/99,64.32692858,16.68150176,13692398973,2.624,48640653469,3.200001552,8701391,70.032,16770836619,15.66172412,10262.746,30346083,154610000.6,117.1,153949996.9
ECU,Ecuador,1/1/99,68.24563772,32.51328716,5181939970,3.166,19645272636,-4.739385791,5172094,72.463,4178144072,7.945305556,8880.938,12412046,85400001.53,41.03,48819999.69
ERI,Eritrea,1/1/99,91.87630229,73.93069307,65684566.89,5.516,688921325.7,0.013480096,1036312,43.397,63182297.67,4.92817248,2150.3865,2356477,5900000.095,242,5449999.809
ESP,Spain,1/1/99,45.73418655,59.62277751,1.67308E+11,1.17,6.34908E+11,4.490553378,17726769,78.71707317,1.03488E+11,0.038969197,35609.875,40386875,309600006.1,23.73,352140014.6
EST,Estonia,1/1/99,49.62396062,23.61405992,4022130537,1.3,5756912266,-0.425025157,669230,70.06341463,834036414,1.873971845,38285.723,1390244,16579999.92,37.97,18079999.92
ETH,Ethiopia,1/1/99,100.7333208,30.676,void,6.646,7700833482,5.162145821,27260673,49.425,441548416.3,19.60366512,278.33304,65077579,105849998.5,283.77,75639999.39
FIN,Finland,1/1/99,49.49046228,7.227420467,50865246751,1.73,1.35264E+11,4.379575723,2566923,77.29121951,30876609471,0.4004004,69215.96,5165474,39509998.32,11.74,70370002.75
FJI,Fiji,1/1/99,62.21931528,20.66776136,1185164500,3.073,1936484565,8.799998719,314452,66.763,223547928.5,0.845075902,7455.925,823422,-629999.9952,155.78,1909999.967
FRA,France,1/1/99,53.38250645,54.65843387,3.89362E+11,1.81,1.49315E+12,3.421373799,27398160,78.75609756,2.15662E+11,0.045420656,52580.84,60504420,482750000,21.24,507640014.6
GAB,Gabon,1/1/99,85.76146745,7.997974153,2779726331,4.502,4662992036,-8.932622802,364986,60.849,220399867.4,26.76454557,12099.004,1240764,18020000.46,143.7,14340000.15
GBR,United Kingdom,1/1/99,53.70104177,71.17347993,4.10209E+11,1.68,1.68929E+12,3.014070476,29238963,77.3902439,2.32127E+11,0.44124477,45106.746,58682466,670940002.4,31.61,683409973.1
GEO,Georgia,1/1/99,54.97927616,43.15728882,533566016.3,1.629,2800049395,2.869257044,2090746,69.319,357470980.5,0.503014858,10714.2,4157192,-4429999.828,135.52,13829999.92
GHA,Ghana,1/1/99,84.83940811,58.19031819,2476240810,4.838,7719354839,4.399996825,8228398,58.03,696624156,7.825073806,1762.4387,19176791,28049999.24,195.09,17370000.84
GIN,Guinea,1/1/99,95.69627938,57.29285365,749004868,6.009,3461282543,3.812004035,2898071,52.356,133071885.8,10.76589878,756.50024,8174897,22139999.39,263.21,10789999.96
GNB,Guinea-Bissau,1/1/99,94.61204185,23.28147226,55800081.57,5.793,224446663.8,1.025537409,379959,48.006,22575962.84,19.26880179,1091.4033,1206474,3579999.924,309.04,1570000.052
GNQ,Equatorial Guinea,1/1/99,85.17820139,7.659536542,void,5.878,621117885.7,25.66401544,213444,52.752,void,62.00105683,1207.0012,655029,11130000.11,214.56,7300000.191
GRC,Greece,1/1/99,46.30863505,67.26144298,27457026305,1.23,1.42589E+11,3.072596691,4832125,77.98780488,13598213988,0.028396901,32263.902,10761698,111129997.3,46.42,112040000.9
GRD,Grenada,1/1/99,72.80359772,35.29411765,void,2.536,482009370.4,6.898362434,void,72.903,22897518.52,0,7484.5215,106823,2069999.933,70.74,2069999.933
GTM,Guatemala,1/1/99,90.91461326,43.85302352,3481400349,4.687,18318412251,3.847062189,4000434,66.869,2454123367,1.400096888,3953.9182,11311078,34169998.17,181.57,17329999.92
GUY,Guyana,1/1/99,67.3514399,5.674305309,670497421.3,3.036,694754988.3,2.960151803,277877,64.17,20680007.64,17.78305104,9174.269,758014,11930000.31,126.5,3950000.048
HND,Honduras,1/1/99,85.71731673,29.82393422,3395137944,4.361,6414520530,-0.735651085,2425908,68.422,1342965366,1.687614002,3913.9841,6477365,18280000.69,123.24,12180000.31
HRV,Croatia,1/1/99,48.64023052,36.34412449,7122984913,1.38,23628947415,-0.746153536,1967715,72.64195122,3772685160,0.589872514,22168.127,4512597,25329999.92,75.66,26180000.31
HTI,Haiti,1/1/99,79.86743309,61.32075472,508795815.9,4.452,4153736347,2.71024801,3077729,57.961,417973633.5,0.619396171,830.85364,8208941,6909999.847,253.88,6840000.153
HUN,Hungary,1/1/99,47.01074715,68.88641425,27306222585,1.28,49073380174,3.071026866,4159391,70.67707317,9489735850,0.323407328,28214.87,10237530,75519996.64,88.33,73910003.66
IDN,Indonesia,1/1/99,56.13451542,25.32444233,49720260590,2.578,1.40001E+11,0.791126082,97791872,66.221,36393182007,6.949956896,5151.6665,210996910,1258630005,135.77,660119995.1
IND,India,1/1/99,66.27117497,60.88443725,52544410650,3.383,4.5882E+11,8.845755561,380920028,62.207,69651401902,1.796058023,3411.3298,1040500054,1440380005,247.58,1658410034
IRL,Ireland,1/1/99,49.92283824,64.13122369,85503819008,1.9,98893958263,10.52988626,1803374,76.08292683,23271264976,0.034703251,44644.73,3754786,65389999.39,27.48,67860000.61
IRQ,Iraq,1/1/99,87.93617878,20.00594462,28632988389,5.056,36881601584,17.58226601,5664233,66.182,322794585.1,37.59709399,9399.843,23820734,143440002.4,160.15,143559997.6
ISL,Iceland,1/1/99,53.76398328,18.84289277,2915299612,1.99,8982047589,4.034923527,164408,79.35121951,1062338416,0,112739.61,277381,3349999.905,8.07,3339999.914
ISR,Israel,1/1/99,61.8600187,25.83179298,38230064981,2.965,1.20923E+11,3.330492529,2670725,78.65853659,19149795879,0.003310034,40251.742,6125000,68940002.44,41.14,68959999.08
ITA,Italy,1/1/99,47.78193318,53.71799667,2.90577E+11,1.23,1.25245E+12,1.625727599,23420632,79.42439024,2.23326E+11,0.038809805,36375.105,56916317,477369995.1,36.52,511859985.4
JAM,Jamaica,1/1/99,66.60925367,44.50600185,3469207422,2.447,8887061867,1.047673871,1154053,70.968,885576344.3,1.460155157,17090.36,2596271,12119999.89,49.64,11689999.58
JOR,Jordan,1/1/99,75.9714324,12.09202176,3529798449,4.037,8149929478,3.389530466,1161901,71.694,1024400564,0.065903223,12724.906,4950775,20309999.47,97.06,20309999.47
JPN,Japan,1/1/99,46.6365395,14.46090535,4.54583E+11,1.342,4.63598E+12,-0.333929958,68037466,80.57073171,1.03855E+12,0.010679333,48803.297,126631000,1184099976,14.94,1259829956
KAZ,Kazakhstan,1/1/99,53.93205712,79.66637034,7163704483,1.8,16870821840,2.699999998,7597281,65.63,2377377465,10.86812012,26675.014,14928374,157250000,141.49,157960006.7
KEN,Kenya,1/1/99,93.98825446,47.22212461,2686592360,5.181,12896013577,2.305388595,11659977,54.495,1308246429,3.268707204,1371.884,29965129,31969999.31,154.46,36209999.08
KHM,Cambodia,1/1/99,79.04397868,26.28597326,1426037338,3.922,3517242477,12.70538113,5489200,57.69,464169076.2,3.393557209,812.65686,11899006,28030000.69,273.11,20479999.54
KIR,Kiribati,1/1/99,79.12947116,41.97530864,12960000,4.158,69032258.06,-1.538461538,void,64.136,3520000,0.02724379,864.6069,87289,50000.00075,308.15,50000.00075
