Index,Country_Code,Country_Name,Year,age_dependency_ratio,agricultural_land,fertility_rate,GDP,labor_force ,life_expectancy,natural_resources_rents,energy_consumption_per_capita  ,population ,GHG_with_LUCF  ,deaths_air_pollute,GHG_without_LUCF  
1772,SDN,Sudan,1/1/00,90.41,55.38,5.38,12257418326,7273545,58.32,10.11,1182.54,26298773,107360000.6,236.13,77889999.39
1773,SEN,Senegal,1/1/00,90.17,46.89,5.5,6013184809,2731368,56.94,2.31,2051.41,9704287,24780000.69,172.5,17760000.23
1774,SGP,Singapore,1/1/00,34.05,1.79,1.6,96074477958,2155004,77.95,0,109289.08,4027887,54819999.69,35.9,54869998.93
1775,SLE,Sierra Leone,1/1/00,89.85,38.93,6.36,635874002.2,1663938,45.05,14.26,409.27,4584067,5960000.04,267.63,2440000.06
1776,SLV,El Salvador,1/1/00,72.49,66.37,3.14,11784927700,2295298,69.87,0.5,4934.59,5958482,11199999.81,72.23,10119999.89
1777,SVN,Slovenia,1/1/00,42.7,25.72,1.26,20289627637,958896,75.41,0.17,39623.41,1988925,8380000.11,47.89,17750000
1778,SWE,Sweden,1/1/00,55.5,7.3,1.54,2.63E+11,4486903,79.64,0.31,72085.09,8872109,69989997.86,11.21,67959999.08
1779,SWZ,Eswatini,1/1/00,86.99,71.1,4,1738100853,302901,47.26,2.96,6083.9,1030496,2289999.96,209.7,2369999.89
1780,TCD,Chad,1/1/00,106.53,38.62,7.25,1388506727,2922609,47.44,10.57,124.97,8259137,46590000.15,282.77,34770000.46
1781,TGO,Togo,1/1/00,84.26,62.51,5.27,1491891108,1675499,54.74,7.14,947.1,5008035,7119999.89,224.06,4389999.87
1782,THA,Thailand,1/1/00,43.18,38.82,1.61,1.26E+11,34800733,72.32,1.55,11764.55,63066603,264000000,84.05,250960006.7
1783,TKM,Turkmenistan,1/1/14,51.92,72.01,2.96,43524210526,1877732,68.61,24.98,49096,5663152,151330001.8,108.43,151330001.8
1784,TON,Tonga,1/1/00,77.56,41.67,4.11,204849612.6,36801,68.98,0.03,4269.81,102603,230000,103.76,230000
1785,TUN,Tunisia,1/1/00,55.26,61.48,2.05,21473261837,3279579,73.69,3.77,9003.82,9893316,29129999.16,90.45,30040000.92
1786,TZA,Tanzania,1/1/00,90.29,38.38,5.69,13375976354,16486056,52.36,3.76,507.4,34463704,98849998.47,196.78,46099998.47
1787,UGA,Uganda,1/1/00,111.47,62.62,6.83,6193246837,8289243,48.34,12.05,430.95,24020697,35459999.08,229.17,18870000.84
1788,UKR,Ukraine,1/1/00,45.99,71.47,1.12,32375280321,23195753,67.68,3.66,32435.86,49176500,317299987.8,102.99,365959991.5
1789,URY,Uruguay,1/1/00,59.9,85.46,2.17,22823255802,1498137,75.03,0.19,14601.47,3292224,19069999.69,23.56,32279998.78
1790,USA,United States,1/1/00,50.93,45.23,2.06,1.03E+13,146165420,76.64,1,93999.86,282162411,6372540039,26.61,6787479980
1791,VUT,Vanuatu,1/1/00,88.36,14.36,4.48,272014693.1,75350,68.97,0.8,1988.28,192074,569999.99,281.66,569999.99
1792,ZAF,South Africa,1/1/00,65.01,80.89,2.41,1.52E+11,18506394,58.47,2.98,25321.52,46813266,380859985.4,130.41,373950012.2
1793,ZMB,Zambia,1/1/00,102.62,30.26,5.93,3600683040,3008678,45.23,9.12,2951.37,9891136,46590000.15,229.16,24799999.24
1794,ZWE,Zimbabwe,1/1/00,82.08,38.93,3.97,6689957600,4513594,44.69,3.9,4919.52,11834676,41580001.83,159.48,31159999.85
1795,AGO,Angola,1/1/01,95.22,38.11,6.6,8936063723,7031079,46.59,38.52,2079.73,16941587,101519996.6,230.21,57750000
1796,ALB,Albania,1/1/01,58.71,41.57,2.15,3922100794,1304704,75.64,0.76,8635.53,3060173,7000000,98.9,8109999.66
1797,ARE,United Arab Emirates,1/1/01,28.54,7.91,2.62,1.03E+11,2023460,74.64,17.25,156784.61,3454198,123080001.8,185.53,123080001.8
1798,ARG,Argentina,1/1/01,60.69,46.99,2.53,2.69E+11,16648514,74.19,1.92,18208.69,37480493,379260009.8,34.46,284140014.6
1799,AUS,Australia,1/1/01,49.31,59.32,1.74,3.79E+11,9692915,79.63,3.17,68338.29,19274701,656390014.6,8.07,624780029.3
1800,AUT,Austria,1/1/01,47.62,35.34,1.33,1.98E+11,3895879,78.58,0.16,50421.37,8042293,76839996.34,29.11,83000000
1801,AZE,Azerbaijan,1/1/01,55.7,57.45,1.8,5707720391,4236119,65.51,27.16,15322.78,8111200,35380001.07,146.24,37189998.63
1802,BDI,Burundi,1/1/01,100.29,72.08,6.85,876794723.1,2789039,48.43,18.81,217.61,6465729,5489999.77,280.24,1960000.04
1803,BEL,Belgium,1/1/01,52.53,45.8,1.67,2.37E+11,4315763,77.97,0.02,71475.5,10286570,135679992.7,30.23,138679992.7
1804,BEN,Benin,1/1/01,93.35,28.96,5.82,3666222600,2846533,56.66,3.17,1083.35,7212041,17299999.24,235.1,6500000
1805,BFA,Burkina Faso,1/1/01,96.88,38.63,6.43,3190371050,5059121,51.07,4.77,386.36,12249764,31840000.15,236.06,15390000.34
1806,BGD,Bangladesh,1/1/01,68.51,72.24,3.15,53991289844,48437538,66.14,0.62,1181.62,131670484,143289993.3,232.04,120440002.4
1807,BIH,Bosnia and Herzegovina,1/1/01,44.26,41.52,1.23,5800774707,1446102,75.06,1.3,15337.63,4194932,18709999.08,124.57,18360000.61
1808,BLR,Belarus,1/1/01,46.99,45,1.29,12354820144,4840761,68.51,2.1,24306.93,9928549,53020000.46,100.13,77610000.61
1809,BLZ,Belize,1/1/01,76.76,6.53,3.55,1163000000,89568,68.36,0.27,10707.64,248100,4130000.11,75.24,860000.01
1810,BOL,Bolivia,1/1/01,76.2,34.3,3.89,8141537877,3820117,62.84,3.86,4264.89,8746084,90519996.64,108.92,31649999.62
1811,BRA,Brazil,1/1/01,53.58,27.33,2.18,5.60E+11,81451850,70.2,2.22,12574.37,178211881,1897800049,56.31,792380004.9
1812,BRB,Barbados,1/1/01,49.03,41.86,1.79,3054500000,144594,74.25,0.25,26262.21,265377,3650000.1,41.38,3660000.09
1813,BTN,Bhutan,1/1/01,70.73,14.55,3.23,461444513.7,264329,63.44,3.86,9100.75,603234,-5750000,202.59,850000.02
1814,BWA,Botswana,1/1/01,71.57,45.53,3.26,5489608300,625334,50.68,1.16,8561.1,1761930,56889999.39,207.52,15579999.92
1815,CAN,Canada,1/1/01,45.9,6.84,1.54,7.39E+11,16585665,79.34,3.25,115218.68,31020902,938320007.3,13.95,636840026.9
1816,CHE,Switzerland,1/1/01,48.23,39.54,1.38,2.87E+11,4062012,80.18,0.02,53862.72,7229854,52020000.46,19.92,54340000.15
1817,CHL,Chile,1/1/01,52.65,20.38,1.96,71517080041,6292422,76.77,3.95,20184.58,15523978,31739999.77,39.88,67800003.05
1818,CIV,Cote d'Ivoire,1/1/01,91.92,61.64,5.76,16810536884,6137014,50.81,2.31,2111.73,17245468,52270000.46,244.64,25629999.16
1819,CMR,Cameroon,1/1/01,93.51,19.38,5.44,10953485244,6980594,53.14,5.2,1529.81,15493253,124449996.9,214.06,82540000.92
1820,COL,Colombia,1/1/01,58.41,37.63,2.52,98211749596,18268713,71.5,3.78,7752.61,39837875,222440002.4,57.82,141919998.2
1821,CRI,Costa Rica,1/1/01,56.66,35.9,2.33,15976174337,1727162,77.55,1.05,10693.14,4053222,10319999.69,33.48,10750000
1822,CUB,Cuba,1/1/01,44.96,61.97,1.56,31682400000,4617677,76.42,1.25,9075.24,11139127,32830001.83,45.65,43060001.37
1823,CYP,Cyprus,1/1/01,46.5,15.15,1.56,10397897086,466012,76.99,0.01,31725.17,964830,7809999.94,50.52,8069999.7
1824,CZE,Czechia,1/1/01,42.56,55.36,1.15,67808032980,5113433,75.17,0.77,47432.22,10216605,136860000.6,58.84,143800003.1
1825,DEU,Germany,1/1/01,47.7,48.82,1.35,1.95E+12,40029198,78.33,0.13,49841.39,82349925,958159973.1,27.12,976270019.5
1826,DNK,Denmark,1/1/01,50.22,66.9,1.74,1.65E+11,2841508,76.79,1.23,44250.59,5358783,71410003.66,29.06,71419998.17
1827,DOM,Dominican Republic,1/1/01,65.36,52.06,2.81,25601765401,3246913,69.64,0.02,9654.13,8669040,26020000.46,51.43,27950000.76
1828,DZA,Algeria,1/1/01,58.89,16.84,2.51,54744712815,9145785,70.82,21.86,9961.64,31200985,156899993.9,111.95,159300003.1
1829,ECU,Ecuador,1/1/01,66.57,31.35,3.04,24468324000,5345861,73.24,9.42,8211.65,12845521,81760002.14,37.58,53250000
1830,ESP,Spain,1/1/01,46.03,59.22,1.23,6.28E+11,18127539,79.37,0.06,39003.95,40850412,348630004.9,21.74,367790008.5
1831,EST,Estonia,1/1/01,48,21,1.32,6254649539,666973,70.26,2.2,41647.34,1388115,16700000.76,35.67,18120000.84
1832,FIN,Finland,1/1/01,49.43,7.3,1.73,1.30E+11,2606649,77.97,0.37,70776.59,5188008,59340000.15,10.33,74639999.39
1833,FJI,Fiji,1/1/01,59.89,20.03,3,1652464201,324952,66.34,1.07,9575,841320,-330000.01,150.34,2210000.04
1834,FRA,France,1/1/01,53.65,54.26,1.9,1.38E+12,27705599,79.16,0.06,53298.86,61367388,444920013.4,19.58,511209991.5
1835,GAB,Gabon,1/1/01,83.01,8.04,4.42,5023265365,387112,61.27,27.1,9478.86,1306590,17139999.39,139.05,13979999.54
1836,GBR,United Kingdom,1/1/01,52.92,70.07,1.63,1.65E+12,29521902,77.99,0.97,45515.71,59119673,683349975.6,27.39,694260009.8
1837,GEO,Georgia,1/1/01,53.88,43.21,1.57,3219488664,2052705,69.61,0.56,8959.57,4014373,8270000.46,133.42,11789999.96
1838,GHA,Ghana,1/1/01,81.94,57.45,4.79,5314909954,8727477,58.11,12.65,2073.12,20195577,62799999.24,195.7,16920000.08
1839,GIN,Guinea,1/1/01,97.83,57.3,5.85,2829435957,2965192,52.66,12.08,1009.31,8445717,23540000.92,256.88,12390000.34
1840,GRC,Greece,1/1/01,46.65,65.46,1.25,1.36E+11,4819343,78.39,0.1,33961.26,10862132,117309997.6,44.65,118389999.4
1841,GTM,Guatemala,1/1/01,89.52,45.02,4.5,18405203853,4234323,67.95,1.5,4133.95,11871565,33080001.83,164.28,19340000.15
1842,GUY,Guyana,1/1/01,67.72,5.72,2.99,712167575.6,275127,64.79,12.91,8915.74,759809,12369999.89,127.1,3680000.07
1843,HND,Honduras,1/1/01,83.2,26.24,4.1,7651174661,2513802,69.01,1.45,3886.92,6837861,18799999.24,119.36,13420000.08
1844,HRV,Croatia,1/1/01,49.22,21.07,1.46,23259567778,1845629,74.51,1.07,22525.65,4299642,25200000.76,68.42,26030000.69
1845,HTI,Haiti,1/1/01,77.65,60.6,4.25,6331961555,3217342,58.49,0.38,893.39,8511728,7570000.17,247.38,7510000.23
1846,HUN,Hungary,1/1/01,46.24,65.44,1.31,53749989092,4152274,72.25,0.73,28198.98,10187576,75440002.44,76.45,73040000.92
1847,IDN,Indonesia,1/1/01,54.7,25.41,2.5,1.60E+11,101677750,66.76,8.12,5740.44,217112437,1018469971,132.68,680429992.7
1848,IND,India,1/1/01,64.55,60.7,3.3,4.85E+11,399564210,63.09,2.36,3469.84,1078970907,1725859985,242.64,1719689941
1849,IRL,Ireland,1/1/01,48.17,64.02,1.94,1.09E+11,1898123,77.13,0.06,47810.33,3866243,71169998.17,23.37,73290000.92
1850,IRQ,Iraq,1/1/01,86.66,19.41,4.84,36176430129,6063313,67.03,50.4,14176.43,25425663,169020004.3,154.03,169070007.3
1851,ISL,Iceland,1/1/01,53.3,18.84,1.95,8234846805,171255,80.69,0,117792.88,284968,3230000.02,7.46,3259999.99
1852,ISR,Israel,1/1/01,61.07,25.92,2.92,1.35E+11,2847056,79.41,0,36424.15,6439000,73680000.31,37.34,73690002.44
1853,ITA,Italy,1/1/01,48.86,52.42,1.25,1.17E+12,23598179,80.13,0.11,36802.13,56974100,481260009.8,32.79,515969970.7
1854,JAM,Jamaica,1/1/01,62.71,44.23,2.17,9194717836,1167307,70.76,1.52,16699.78,2625405,9390000.34,47.55,11819999.69
1855,JOR,Jordan,1/1/01,75,11.58,3.85,8975599436,1200773,72.15,0.1,12340.56,5163310,20979999.54,93.01,20979999.54
1856,JPN,Japan,1/1/01,48.41,13.15,1.33,4.37E+12,67626064,81.42,0.01,48662.79,127149000,1156680054,13.57,1254130005
1857,KAZ,Kazakhstan,1/1/01,51.42,79.45,1.9,22152694162,7610812,65.76,20.12,27235.38,14858335,154410003.7,134.34,155929992.7
1858,KEN,Kenya,1/1/01,91.01,47.16,5.09,12986007426,12601492,54.51,3.14,1461.26,31800343,49569999.69,156.02,34459999.08
1859,KHM,Cambodia,1/1/01,73.4,27.7,3.65,3984000517,5767446,59.97,2.53,769.41,12338192,26899999.62,259.63,19389999.39
1860,KWT,Kuwait,1/1/01,41.62,8.47,2.72,34887512227,950644,76.89,44.19,107600.51,1991674,72900001.53,75.86,72919998.17
1861,LBN,Lebanon,1/1/01,57.62,58.46,2.46,17649751244,1325524,74.37,0,14693.65,4389200,20250000,73.01,20239999.77
1862,LKA,Sri Lanka,1/1/01,50.78,37.49,2.26,15749753805,7689722,70.79,0.2,2750.12,18911727,23069999.69,99.93,20559999.47
1863,LTU,Lithuania,1/1/01,50.53,46.2,1.29,12237388002,1658207,71.66,0.93,25629.23,3470818,20190000.53,48.42,20090000.15
1864,LUX,Luxembourg,1/1/01,48.76,49.72,1.66,21387533703,192605,77.82,0.02,90348.63,441525,9489999.77,22.31,10010000.23
1865,LVA,Latvia,1/1/01,48.22,25.41,1.22,8362398702,1098210,70.76,2.08,17236.14,2337170,-2779999.97,70.85,11109999.66
1866,MAR,Morocco,1/1/01,60.82,68.05,2.72,39459581217,9872499,67.18,0.21,4386.62,28930097,48470001.22,112.62,53000000
1867,MDA,Moldova,1/1/01,47.06,77.22,1.46,1480673594,1311489,66.79,0.22,7673.85,2918135,10640000.34,126.73,11640000.34
1868,MEX,Mexico,1/1/01,63.79,54.81,2.67,7.57E+11,38822947,73.87,2.5,16252.37,99394288,464850006.1,61.76,530799987.8
1869,MKD,North Macedonia,1/1/01,47.48,48.84,1.74,3709637830,834571,73.44,0.75,14134.94,2034882,11760000.23,184.65,11760000.23
1870,MLT,Malta,1/1/01,47.31,31.25,1.48,4355146428,157941,78.84,0,50713.89,393028,2779999.97,32.8,2779999.97
1871,MNG,Mongolia,1/1/01,60.18,84.09,2.2,1267997934,985310,63.28,5.69,17502.18,2472601,31340000.15,280.32,27239999.77
1872,MOZ,Mozambique,1/1/01,89.77,47.91,5.78,5398568544,8387083,50.07,6.29,2172.34,18220716,86290000.92,221.51,21860000.61
1873,MRT,Mauritania,1/1/01,88.52,38.53,5.38,1746064719,709131,61.19,6.76,1906.27,2761823,9779999.73,173.63,9380000.11
1874,MUS,Mauritius,1/1/01,46.45,50.25,1.91,4613630623,508818,71.77,0.01,13385.31,1196287,4500000,57.98,4420000.08
1875,MYS,Malaysia,1/1/01,59.84,21.14,2.76,92783947368,9627564,73.34,9.26,26586.07,23542517,262890014.6,65.23,164789993.3
1876,NAM,Namibia,1/1/01,80.62,47.15,3.83,3557333364,590864,51.26,0.63,7906.88,1856402,21309999.47,194.19,10750000
1877,NER,Niger,1/1/01,98.56,30,7.7,2448714681,5006643,49.84,6.56,270,12031430,21090000.15,285.88,19860000.61
1878,NGA,Nigeria,1/1/01,86.92,72.85,6.14,72797282065,43015209,47.62,15.65,2013.83,126152678,289500000,222.15,243070007.3
1879,NIC,Nicaragua,1/1/01,75.85,43,3.02,5323146566,1890616,67.22,1.15,3331.28,5192764,36090000.15,101.07,12449999.81
1880,NLD,Netherlands,1/1/01,47.63,56.95,1.71,4.32E+11,8384016,78.19,0.81,65422.44,16046180,208190002.4,31.3,207000000
1881,NOR,Norway,1/1/01,53.94,2.87,1.78,1.74E+11,2420368,78.79,9.74,116304.64,4513751,25059999.47,14.76,47930000.31
1882,NPL,Nepal,1/1/01,79.2,29.71,3.76,6007055042,6132070,63.34,1.06,622.08,24956071,23430000.31,262.45,27149999.62
1883,NZL,New Zealand,1/1/01,52.4,58.55,1.97,53872425917,1975886,78.69,1.75,58376.77,3880500,57060001.37,7.92,79879997.25
1884,OMN,Oman,1/1/01,63.7,3.79,3.69,19452000520,832989,73.81,39.43,53264.89,2374653,42409999.85,171.83,42409999.85
1885,PAK,Pakistan,1/1/01,84.87,47.96,5.12,79484403985,46217130,62.42,1.22,3109.89,159217727,243289993.3,256.88,236220001.2
1886,PAN,Panama,1/1/01,59.08,30.14,2.72,12502013400,1295415,74.41,0.12,22268.62,3061024,15779999.73,35.43,11380000.11
1887,PER,Peru,1/1/01,63.74,18.26,2.74,52030158775,12261413,71.04,1.78,5446.49,27014909,125529998.8,57.71,60709999.08
1888,PHL,Philippines,1/1/01,70.39,37.51,3.72,78921234458,30525600,69.61,0.4,3727.55,79626086,140350006.1,131.15,137960006.7
1889,PNG,Papua New Guinea,1/1/01,73.73,2.23,4.47,3081024212,2401074,61.77,18.98,3037.21,5698489,48319999.69,286.49,13819999.69
1890,POL,Poland,1/1/01,44.89,58.08,1.31,1.91E+11,17667209,74.2,0.78,26135.07,38248076,280730011,79.61,352130004.9
1891,PRT,Portugal,1/1/01,48.63,42.12,1.45,1.22E+11,5335194,76.81,0.12,28699.39,10362722,78639999.39,25,78050003.05
1892,PRY,Paraguay,1/1/01,74.43,38.22,3.43,8495806432,2213643,69.9,1.61,21277.06,5211541,89370002.75,69.4,32599998.47
1893,QAT,Qatar,1/1/01,32.11,5.71,3.18,17538461538,423723,75.26,35.81,189988.27,678831,37540000.92,179.97,37540000.92
1894,ROU,Romania,1/1/01,46.51,64.42,1.27,40394824679,11455443,71.16,3.52,19502.39,22131970,123190002.4,98.47,125879997.3
1895,RWA,Rwanda,1/1/01,91.13,70.9,5.84,1965500949,2797990,49.02,5.37,347.06,8223941,5309999.94,254.01,2630000.11
1896,SAU,Saudi Arabia,1/1/01,61.77,80.84,3.91,1.84E+11,7333273,72.97,33.9,64399.93,22085929,351279998.8,147.79,351279998.8
1897,SDN,Sudan,1/1/01,88.8,55.59,5.33,15716489370,7475648,58.56,5.99,1239.92,26947253,95620002.75,229.78,74150001.53
1898,SEN,Senegal,1/1/01,89.44,45.7,5.41,6507824767,2803673,57.56,2.08,2183.01,9938027,23909999.85,187.96,17540000.92
1899,SGP,Singapore,1/1/01,34.1,1.79,1.41,89794943350,2220181,78.25,0,122068.87,4138012,54740001.68,33.65,54790000.92
1900,SLE,Sierra Leone,1/1/01,89.85,41.58,6.31,1090467712,1761890,45.66,8.05,484.7,4857096,6460000.04,266.18,3109999.9
1901,SLV,El Salvador,1/1/01,72.03,65.69,2.98,12282533600,2300837,69.6,0.49,5098.64,5988095,11850000.38,68.87,10760000.23
1902,SVN,Slovenia,1/1/01,42.57,25.32,1.21,20876309970,969299,75.76,0.2,41459.71,1992060,7190000.06,46.47,18709999.08
1903,SWE,Sweden,1/1/01,54.98,7.5,1.57,2.42E+11,4558776,79.8,0.32,77094.32,8895960,55279998.78,10.62,66819999.69
1904,SWZ,Eswatini,1/1/01,84.77,71.16,3.9,1542477309,308720,45.98,3.46,6071.87,1041396,2069999.93,215.83,2190000.06
1905,TCD,Chad,1/1/01,107.25,38.86,7.23,1710843361,2987408,47.85,8.37,116.02,8538804,50590000.15,282.27,33110000.61
1906,TGO,Togo,1/1/01,83.68,62.88,5.23,1482437752,1725346,54.86,6.65,794.4,5145426,5070000.17,222.26,4110000.13
1907,THA,Thailand,1/1/01,42.42,38.81,1.59,1.20E+11,35667411,72.61,1.51,12293.46,63649892,228770004.3,76.25,261700012.2
1908,TKM,Turkmenistan,1/1/15,52.53,72.01,2.93,35799714286,1900211,68.78,18.01,57717.45,5766431,155080001.8,108.87,155080001.8
1909,TON,Tonga,1/1/01,77.17,41.67,4.07,181116952.8,36965,69.13,0.03,3823.29,103210,230000,99.61,230000
1910,TUN,Tunisia,1/1/01,53.18,61.14,2,22066031834,3332508,73.82,2.85,9892.75,9995123,29639999.39,88.67,30950000.76
1911,TZA,Tanzania,1/1/01,90.05,38.5,5.67,13581644246,16955480,53.16,4.04,568.77,35414469,103580001.8,190.95,47500000
1912,UGA,Uganda,1/1/01,111.48,63.12,6.81,5840503869,8537792,49.01,12.46,426.15,24763325,35110000.61,225.68,19219999.31
1913,UKR,Ukraine,1/1/01,45.02,71.43,1.08,39309580983,23064790,67.84,4.56,32281.64,48662400,342820007.3,100.1,366970001.2
1914,URY,Uruguay,1/1/01,59.96,85.49,2.13,20898788417,1539514,75.29,0.22,15946.61,3300939,21930000.31,22.35,31899999.62
1915,USA,United States,1/1/01,50.56,45.29,2.03,1.06E+13,147200478,76.84,0.9,90772.19,284968955,6335100098,25.78,6736029785
1916,VUT,Vanuatu,1/1/01,86.68,14.52,4.44,257926881.7,78286,69.04,0.76,2158.84,197034,550000.01,279.92,550000.01
1917,ZAF,South Africa,1/1/01,62.41,80.8,2.37,1.35E+11,18895839,57.26,4.26,25228.53,47229714,414369995.1,126.55,407959991.5
1918,ZMB,Zambia,1/1/01,101.53,30.34,5.86,4094480988,3115207,46.02,6.92,2997.71,10191964,52279998.78,225.33,25329999.92
1919,ZWE,Zimbabwe,1/1/01,81.25,39.4,3.95,6777384700,4554987,41.96,4.05,4614.96,11910978,42669998.17,161.84,31709999.08
1920,AGO,Angola,1/1/02,94.87,38.56,6.57,15285594828,7285806,47.39,27.67,2143.53,17516139,105160003.7,221.77,60209999.08
1921,ALB,Albania,1/1/02,57.69,41.61,2.04,4348068242,1308103,75.89,0.76,9443.56,3051010,7630000.11,99.31,8750000
1922,ARE,United Arab Emirates,1/1/02,27.36,7.97,2.54,1.10E+11,2163031,74.9,15.46,162836.45,3633655,125400001.5,181.73,125400001.5
1923,ARG,Argentina,1/1/02,60.25,47.03,2.49,97724004252,16474698,74.41,5.82,17273.84,37885028,375630004.9,33.78,280480011
1924,AUS,Australia,1/1/02,49.09,58.19,1.76,3.96E+11,9837966,79.94,2.73,68892.79,19495210,652950012.2,7.62,619280029.3
1925,AUT,Austria,1/1/02,47.17,35.17,1.39,2.14E+11,3971245,78.68,0.16,50254.65,8081957,78169998.17,28.51,84330001.83
1926,AZE,Azerbaijan,1/1/02,53.89,57.43,1.8,6235856820,4204886,66.24,25.49,14981.85,8171950,35439998.63,143.88,37250000
1927,BDI,Burundi,1/1/02,98.16,71.42,6.82,825394490.2,2877511,49.89,24.3,200.19,6648938,5480000.02,276.1,1950000.05
1928,BEL,Belgium,1/1/02,52.52,45.88,1.65,2.58E+11,4365043,78.08,0.02,70828.99,10332785,128350006.1,29.7,131360000.6
1929,BEN,Benin,1/1/02,92.67,29.84,5.78,4194342849,2939918,56.61,3.39,1204.55,7431783,18350000.38,233.57,7530000.21
1930,BFA,Burkina Faso,1/1/02,95.72,39.36,6.34,3622350204,5187760,51.27,5.73,392.52,12632269,32540000.92,236.96,16090000.15
1931,BGD,Bangladesh,1/1/02,67.52,71.85,3.08,54724081491,49645747,66.61,0.76,1196.6,134139826,146800003.1,236.01,124199996.9
1932,BIH,Bosnia and Herzegovina,1/1/02,43.79,41.46,1.23,6728771319,1467568,74.61,0.87,15402.8,4198410,18860000.61,126.78,18510000.23
1933,BLR,Belarus,1/1/02,46.1,44.5,1.24,14594249023,4874607,68.06,1.79,25309.95,9865548,52529998.78,103.78,77029998.78
1934,BLZ,Belize,1/1/02,75.55,6.66,3.47,1233000000,93480,68.75,0.29,10042.48,255987,4239999.77,69.35,940000
1935,BOL,Bolivia,1/1/02,75.02,34.44,3.8,7905485146,3898322,63.31,4.34,4571.17,8900583,96389999.39,104.61,34340000.15
1936,BRA,Brazil,1/1/02,52.56,27.34,2.1,5.10E+11,84252466,70.41,2.79,12730.62,180476685,1932790039,54.5,820650024.4
1937,BRB,Barbados,1/1/02,48.7,39.53,1.79,3106500000,143335,74.37,0.21,26331.5,266455,3700000.05,41.36,3710000.04
1938,BTN,Bhutan,1/1/02,68.59,14.57,3.08,520849551.5,275240,64.08,3.57,9810.1,619048,-5739999.77,195.43,860000.01
1939,BWA,Botswana,1/1/02,69.88,45.61,3.18,5438857107,645728,50.63,0.91,8817.65,1795130,57229999.54,205.61,15920000.08
1940,CAN,Canada,1/1/02,45.47,6.93,1.51,7.61E+11,17068694,79.49,2.36,117915.38,31360079,959309997.6,13.72,657760009.8
1941,CHE,Switzerland,1/1/02,47.75,39.46,1.39,3.09E+11,4103899,80.39,0.02,49782.92,7284753,50369998.93,19.08,52709999.08
1942,CHL,Chile,1/1/02,51.87,20.93,1.94,70294892400,6348066,77.45,3.74,20674.63,15693790,32430000.31,37.81,68410003.66
1943,CIV,Cote d'Ivoire,1/1/02,92.68,61.64,5.71,18054384023,6264405,50.89,2.44,2001.71,17683897,52639999.39,243.07,26040000.92
1944,CMR,Cameroon,1/1/02,92.56,19.38,5.46,12417251816,7195631,53.42,4.75,1467.47,15914033,124440002.4,216.54,82309997.56
1945,COL,Colombia,1/1/02,57.44,37.5,2.46,97963003805,18646803,71.94,3.89,7616.22,40454050,220539993.3,59.79,140050003.1
1946,CRI,Costa Rica,1/1/02,55.3,35.76,2.2,16578820687,1762911,77.98,0.95,10944.46,4122623,10329999.92,30.83,10779999.73
1947,CUB,Cuba,1/1/02,44.78,62.54,1.61,33590500000,4654474,76.61,1.35,9158.4,11170051,31690000.53,41.75,41900001.53
1948,CYP,Cyprus,1/1/02,45.75,15.15,1.5,11420227885,478168,77.49,0.01,30732.92,982194,8039999.96,48.53,8300000.19
1949,CZE,Czechia,1/1/02,41.87,47.26,1.17,82196001051,5111439,75.22,0.47,47540.26,10196916,131250000,56.85,138190002.4
1950,DEU,Germany,1/1/02,48.2,48.64,1.34,2.08E+12,40056637,78.23,0.11,49257.79,82488495,941969970.7,26.4,960150024.4
1951,DNK,Denmark,1/1/02,50.44,66.63,1.72,1.79E+11,2868928,76.9,1.18,44017.23,5375931,70730003.36,28.16,70739997.86
1952,DOM,Dominican Republic,1/1/02,64.62,52.06,2.77,27137508657,3331113,69.92,0.03,10050.21,8795101,28450000.76,50.31,30389999.39
1953,DZA,Algeria,1/1/02,56.51,16.73,2.46,56760355865,9355943,71.23,21.88,10180.35,31624696,162660003.7,108.45,165039993.3
1954,ECU,Ecuador,1/1/02,65.65,30.16,2.97,28548945000,5528235,73.61,8.23,7965.15,13070609,81419998.17,40.24,52919998.17
1955,ESP,Spain,1/1/02,46.09,58.95,1.25,7.09E+11,18960316,79.57,0.05,38938.44,41431558,365329986.6,21.34,384450012.2
1956,EST,Estonia,1/1/02,47.67,16.47,1.36,7367975888,654956,70.9,1.74,41767.21,1379350,16290000.92,33.28,17680000.31
1957,FIN,Finland,1/1/02,49.51,7.34,1.72,1.40E+11,2618114,78.12,0.42,70969.81,5200598,61779998.78,9.82,77010002.14
1958,FJI,Fiji,1/1/02,58.95,19.72,2.98,1833279985,329671,65.75,0.99,8027.73,849891,-500000,144.17,2039999.96
1959,FRA,France,1/1/02,53.69,54.08,1.88,1.50E+12,28039182,79.26,0.06,52433.27,61816234,437950012.2,19.18,504279998.8
1960,GAB,Gabon,1/1/02,81.58,8.06,4.36,5335451308,398989,61.29,26.02,9233.19,1341696,16540000.92,133.58,13369999.89
1961,GBR,United Kingdom,1/1/02,52.49,70.17,1.63,1.79E+12,29839232,78.14,0.84,44345.59,59370479,665200012.2,26.27,676109985.4
1962,GEO,Georgia,1/1/02,53.4,43.23,1.56,3395728014,2011314,70.02,0.57,10776.44,3978515,7719999.79,135.81,11229999.54
1963,GHA,Ghana,1/1/02,80.48,57.3,4.72,6166330136,9000790,58.61,13.32,1846.19,20758326,64050003.05,196.28,18180000.31
