Index,Country_Code,Country_Name,Year,age_dependency_ratio,agricultural_land,fertility_rate,GDP,labor_force ,life_expectancy,natural_resources_rents,energy_consumption_per_capita  ,population ,GHG_with_LUCF  ,deaths_air_pollute,GHG_without_LUCF  
1964,GIN,Guinea,1/1/02,98.62,57.35,5.79,2950198649,3001647,53.28,12.11,1035.37,8577790,24709999.08,255.14,13529999.73
1965,GRC,Greece,1/1/02,47.03,64.72,1.28,1.55E+11,4881094,78.64,0.05,33917.59,10902022,117699996.9,43.64,118769996.6
1966,GTM,Guatemala,1/1/02,88.61,45.6,4.37,20444205991,4358791,68.39,1.29,4082.94,12147518,34340000.15,152.89,20520000.46
1967,GUY,Guyana,1/1/02,67.7,5.74,2.96,726131434.7,273949,64.73,12.79,9012.37,760323,12260000.23,126.59,3569999.93
1968,HND,Honduras,1/1/02,81.89,27.06,3.96,7858235333,2576593,69.37,1.39,3822,7019908,19239999.77,117.17,13819999.69
1969,HRV,Croatia,1/1/02,49.44,21.12,1.42,27085262279,1833312,74.72,0.93,22668.71,4302174,26250000,67.9,27079999.92
1970,HTI,Haiti,1/1/02,76.4,60.6,4.13,6058134467,3308244,58.86,0.4,961.62,8661546,7869999.89,243.64,7800000.19
1971,HUN,Hungary,1/1/02,45.89,65.26,1.3,67608919144,4157742,72.35,0.47,27974.31,10158608,73790000.92,75.2,71419998.17
1972,IDN,Indonesia,1/1/02,54.14,25.66,2.46,1.96E+11,101821406,67.13,6.46,5815.39,220115092,1500729980,131.41,681900024.4
1973,IND,India,1/1/02,63.7,60.73,3.22,5.15E+11,405389783,63.62,2.22,3519.72,1098313039,1744380005,238.21,1738530029
1974,IRL,Ireland,1/1/02,47.46,63.48,1.97,1.29E+11,1941828,77.63,0.05,46702.79,3931947,70419998.17,21.85,72540000.92
1975,IRQ,Iraq,1/1/02,86,20.21,4.71,32928454672,6271603,67.08,47.68,13048.61,26255343,155360000.6,151.3,155419998.2
1976,ISL,Iceland,1/1/02,53.1,18.82,1.93,9318395055,170967,80.5,0,121304.66,287523,3289999.96,7.25,3319999.93
1977,ISR,Israel,1/1/02,60.9,26.02,2.89,1.25E+11,2873039,79.45,0,36462.85,6570000,75660003.66,36.18,75660003.66
1978,ITA,Italy,1/1/02,49.43,51.65,1.27,1.28E+12,23868582,80.23,0.1,36481.18,57059007,490549987.8,31.69,525260009.8
1979,JAM,Jamaica,1/1/02,60.72,43.77,2.15,9719017926,1177195,70.89,1.11,16544.62,2638244,9560000.42,44.1,11989999.77
1980,JOR,Jordan,1/1/02,74.32,11.62,3.83,9582510578,1220552,72.36,0.08,12667.01,5275532,21770000.46,92.5,21770000.46
1981,JPN,Japan,1/1/02,49.41,13.07,1.32,4.18E+12,67075750,81.56,0.01,48643.8,127445000,1189229980,12.95,1286689941
1982,KAZ,Kazakhstan,1/1/02,50.19,79.07,2,24636593223,7659421,65.95,22.4,27638.35,14858948,180860000.6,132.37,182360000.6
1983,KEN,Kenya,1/1/02,89.59,47.12,5.02,13147743911,13103363,54.99,3.74,1430.3,32779823,50470001.22,158.4,35360000.61
1984,KHM,Cambodia,1/1/02,70.71,28.33,3.56,4284028483,5906250,61.23,2.6,754.14,12561779,29250000,253.12,19829999.92
1985,KWT,Kuwait,1/1/02,40.02,8.47,2.69,38137545245,994810,76.98,38.89,110790.81,2047364,74769996.64,80.98,74790000.92
1986,LBN,Lebanon,1/1/02,56.36,60.22,2.41,19152238806,1356622,75.06,0,14617.91,4446666,20229999.54,72.25,20219999.31
1987,LBY,Libya,1/1/02,56.54,8.78,2.91,20481889764,1736507,71,50.45,40937.99,5405326,105879997.3,79.13,105879997.3
1988,LKA,Sri Lanka,1/1/02,50.32,37.57,2.28,16536535647,7741345,71.12,0.2,2799.96,19062476,23959999.08,96.95,21450000.76
1989,LTU,Lithuania,1/1/02,50.11,46.03,1.23,14259781159,1641395,71.76,0.79,27697.59,3443067,20540000.92,46.97,20450000.76
1990,LUX,Luxembourg,1/1/02,48.83,49.72,1.63,23649833332,198187,77.97,0.02,97735.35,446175,10279999.73,21.97,10789999.96
1991,LVA,Latvia,1/1/02,47.75,25.63,1.26,9557031605,1121199,70.96,1.74,17635.34,2310173,-2740000.01,68.7,11149999.62
1992,MAR,Morocco,1/1/02,59.47,67.85,2.67,42236836821,9977433,67.55,0.19,4438.68,29301817,50000000,110.13,54520000.46
1993,MDA,Moldova,1/1/02,45.9,77.07,1.44,1661818168,1302894,66.94,0.23,8558.68,2911385,10770000.46,124.82,11770000.46
1994,MEX,Mexico,1/1/02,63.01,54.81,2.62,7.72E+11,39346853,74.11,2.63,16509.66,100917081,473910003.7,59.93,539090026.9
1995,MKD,North Macedonia,1/1/02,47.26,52.46,1.79,4018365247,829478,73.04,0.4,13736.12,2020157,11149999.62,186.27,11149999.62
1996,MLT,Malta,1/1/02,46.75,31.25,1.45,4693495693,159672,78.74,0,49170.39,395969,2619999.89,32.05,2619999.89
1997,MNG,Mongolia,1/1/02,57.52,84.09,2.13,1396555720,1007897,63.52,4.43,18501.78,2494617,29540000.92,272.13,25399999.62
1998,MOZ,Mozambique,1/1/02,90.14,48.19,5.73,5677003239,8560707,50.59,7.16,2080.4,18694946,86370002.75,219.98,23809999.47
1999,MRT,Mauritania,1/1/02,88.53,38.48,5.29,1777058593,721365,61.27,7.67,2002.66,2821703,9920000.08,169.89,9520000.46
2000,MUS,Mauritius,1/1/02,46.27,49.26,1.94,4841310240,519867,71.97,0.01,13056.47,1204621,4519999.98,58.17,4429999.83
2001,MYS,Malaysia,1/1/02,59.17,21.42,2.6,1.01E+11,9908787,73.56,8.76,27302,24142445,278809997.6,65.42,173460006.7
2002,NAM,Namibia,1/1/02,79.62,47.15,3.72,3349184760,607423,51.25,0.6,7473.25,1888525,19920000.08,193.79,9350000.38
2003,NER,Niger,1/1/02,99.36,30,7.67,2782192987,5167727,50.56,7.01,277.33,12456517,21879999.16,280.9,20649999.62
2004,NGA,Nigeria,1/1/02,87.11,73.03,6.14,95054094655,44142710,47.93,11.62,2047.18,129583026,273790008.5,217.78,227449996.9
2005,NIC,Nicaragua,1/1/02,74.25,43.86,2.94,5224213018,1944814,67.18,1.14,3352.6,5259006,36549999.24,102.88,12909999.85
2006,NLD,Netherlands,1/1/02,47.73,57.47,1.73,4.74E+11,8532973,78.29,0.59,65146.57,16148929,207979995.7,30.38,206830001.8
2007,NOR,Norway,1/1/02,53.56,2.86,1.75,1.96E+11,2442182,78.99,8.8,120341.04,4538159,24559999.47,13.55,47439998.63
2008,NPL,Nepal,1/1/02,78.37,29.58,3.59,6050875807,6245482,63.26,1.14,645.29,25332178,22620000.84,256.16,26659999.85
2009,NZL,New Zealand,1/1/02,51.87,45.95,1.89,66627729311,2038452,78.85,1.48,59631.04,3948500,58709999.08,7.49,81529998.78
2010,OMN,Oman,1/1/02,61.75,4.11,3.5,20142756047,854742,73.87,36.23,57265.11,2403659,44189998.63,169.31,44189998.63
2011,PAK,Pakistan,1/1/02,83.8,47.85,5.01,79904985385,47679898,62.63,1.46,3148.97,163262807,249660003.7,254.55,242589996.3
2012,PAN,Panama,1/1/02,58.45,30.1,2.7,12994310400,1338068,74.82,0.12,21577.68,3120990,15050000.19,35.1,10649999.62
2013,PER,Peru,1/1/02,62.83,18.38,2.69,54777553515,12717765,71.66,1.96,5510.89,27334503,127459999.1,56.16,62569999.69
2014,PHL,Philippines,1/1/02,69.91,37.34,3.66,84307291974,31234882,69.78,0.48,3627.34,81285572,142020004.3,136.47,139580001.8
2015,PNG,Papua New Guinea,1/1/02,73.13,2.21,4.42,2999511040,2414911,61.7,21.58,3073.67,5892596,49119998.93,287.36,14079999.92
2016,POL,Poland,1/1/02,44.07,55.17,1.25,1.99E+11,17427664,74.5,0.57,25864.03,38230364,274290008.5,76.02,345730011
2017,PRT,Portugal,1/1/02,48.96,42.38,1.46,1.35E+11,5419875,77.07,0.12,28321.01,10419631,83660003.66,24.05,83059997.56
2018,PRY,Paraguay,1/1/02,73.16,38.49,3.32,7196260657,2256509,70.03,2.07,21856.12,5286512,89589996.34,67.42,32020000.46
2019,QAT,Qatar,1/1/02,31.37,5.66,3.04,19363736264,448417,75.41,31.7,199144,713186,41400001.53,183.33,41400001.53
2020,ROU,Romania,1/1/02,45.89,64.46,1.27,46066101951,10362670,71.01,2.76,20380.36,21730496,120269996.6,97.11,122949996.9
2021,RWA,Rwanda,1/1/02,88.87,74.22,5.75,1964832512,2884196,51.03,6.44,348.56,8372306,5409999.85,244.21,2720000.03
2022,SAU,Saudi Arabia,1/1/02,60.92,80.85,3.71,1.90E+11,7625337,73.34,31.69,65480.07,22623415,369760009.8,146.34,369760009.8
2023,SDN,Sudan,1/1/02,87.52,55.81,5.25,18136839087,7663415,58.98,5.98,1434.76,27570318,100730003.4,224.34,79279998.78
2024,SEN,Senegal,1/1/02,88.76,45.45,5.31,7006402592,2877949,58.23,2.29,2211.22,10180950,23370000.84,184.98,17000000
2025,SGP,Singapore,1/1/02,34.27,1.78,1.37,92537752709,2217150,78.55,0,118327.71,4175950,54000000,31.82,54049999.24
2026,SLE,Sierra Leone,1/1/02,89.82,44.75,6.23,1253340520,1863334,46.36,8.44,460.83,5140113,6829999.92,267.45,3490000.01
2027,SLV,El Salvador,1/1/02,71.55,64.77,2.81,12664190300,2303864,70.23,0.46,5202.29,6011275,12079999.92,63.44,11000000
2028,SVN,Slovenia,1/1/02,42.37,25.07,1.21,23489890274,982517,76.01,0.14,41222.29,1994530,7269999.98,43.36,18790000.92
2029,SWE,Sweden,1/1/02,54.46,7.71,1.65,2.67E+11,4579588,79.85,0.32,71925.88,8924958,56650001.53,9.91,68180000.31
2030,SWZ,Eswatini,1/1/02,82.73,71.16,3.81,1432228125,314276,44.49,4.46,6199.81,1050809,2130000.11,221,2250000
2031,TCD,Chad,1/1/02,107.5,38.7,7.2,1997005787,3063495,47.95,8.65,110.64,8838369,54849998.47,283.23,37189998.63
2032,TGO,Togo,1/1/02,83.25,63.25,5.19,1706698099,1773425,55.31,6.85,876.69,5281538,5519999.98,222.08,4550000.19
2033,THA,Thailand,1/1/02,41.78,38.54,1.57,1.34E+11,36214888,72.93,1.42,13208.06,64222580,240889999.4,74.38,272959991.5
2034,TKM,Turkmenistan,1/1/16,53.26,72.01,2.89,36169428571,1922021,68.78,11.78,56153.71,5868561,152940002.4,105.81,152940002.4
2035,TON,Tonga,1/1/02,77.15,41.67,4.14,182763693.9,37058,69.34,0.04,4121.72,103804,230000,97.66,230000
2036,TUN,Tunisia,1/1/02,51.21,62.84,1.97,23142153760,3382758,74.06,2.9,9695.5,10094561,29770000.46,86.25,31079999.92
2037,TZA,Tanzania,1/1/02,89.91,38.61,5.62,14142035080,17496683,53.86,4.86,609.65,36353531,109069999.7,187.95,52040000.92
2038,UGA,Uganda,1/1/02,111.2,64.12,6.78,6178563591,8810531,49.65,14.25,423.38,25545090,36119998.93,220.5,20209999.08
2039,UKR,Ukraine,1/1/02,44.54,71.45,1.1,43956369917,22951193,68.28,3.57,32374.94,48202470,347399993.9,100.72,371570007.3
2040,URY,Uruguay,1/1/02,60.05,85.26,2.14,13606494599,1504842,75.54,0.45,14137.8,3306441,22239999.77,21.45,32220001.22
2041,USA,United States,1/1/02,50.21,45.08,2.02,1.09E+13,148166545,76.94,0.61,91201.06,287625193,6182640137,24.97,6582640137
2042,VUT,Vanuatu,1/1/02,84.99,14.6,4.36,262596597.8,81441,69.2,0.8,2008.2,202125,550000.01,268.14,550000.01
2043,WSM,Samoa,1/1/02,83.91,16.61,4.43,281793623.8,60129,71.28,0.56,5618.49,186630,579999.98,165.81,470000
2044,ZAF,South Africa,1/1/02,59.92,80.81,2.32,1.29E+11,19289343,55.67,3.89,24361.89,47661514,429459991.5,124.52,422989990.2
2045,ZMB,Zambia,1/1/02,100.46,30.42,5.79,4193845678,3227203,46.98,8.58,3006.32,10508294,55450000.76,222.14,27610000.61
2046,ZWE,Zimbabwe,1/1/02,80.84,39.99,3.89,6342116400,4585027,44.57,5.17,4561.24,11984644,39909999.85,166.89,28920000.08
2047,AGO,Angola,1/1/03,94.52,39,6.53,17812704825,7554548,49.62,24.11,2298.9,18124342,111589996.3,216.52,65720001.22
2048,ALB,Albania,1/1/03,56.62,40.91,1.98,5611496257,1294847,76.14,0.73,10756.61,3039616,7969999.79,101.61,9090000.15
2049,ARE,United Arab Emirates,1/1/03,26.43,7.8,2.49,1.24E+11,2307664,76.22,17.92,165507.6,3813443,133419998.2,184.76,133419998.2
2050,ARG,Argentina,1/1/03,59.78,47.17,2.45,1.28E+11,16943192,74.08,5.12,18324.43,38278164,397869995.1,32.9,302570007.3
2051,AUS,Australia,1/1/03,48.86,57.21,1.75,4.67E+11,10013838,80.24,2.16,69082.8,19720737,576250000,7.07,539309997.6
2052,AUT,Austria,1/1/03,46.8,34.96,1.38,2.62E+11,4014294,78.63,0.16,50523.21,8121423,83279998.78,27.79,89449996.95
2053,AZE,Azerbaijan,1/1/03,52.11,57.53,1.9,7276753895,4180410,66.76,25.83,16038.43,8234100,38130001.07,143.14,39939998.63
2054,BDI,Burundi,1/1/03,96.12,71.38,6.79,784654423.6,2979746,50.86,40.49,157.23,6860846,5469999.79,272.12,1940000.06
2055,BEL,Belgium,1/1/03,52.48,45.98,1.67,3.18E+11,4402418,78.13,0.02,73221.57,10376133,131740005.5,28.41,134750000
2056,BEN,Benin,1/1/03,92.06,30.75,5.77,5349258334,3038386,56.74,4.18,1357,7659208,18260000.23,228.42,7500000
2057,BFA,Burkina Faso,1/1/03,94.7,40.83,6.28,4740768355,5316273,51.79,6.32,421.09,13030591,35990001.68,231.69,19540000.92
2058,BGD,Bangladesh,1/1/03,66.63,71.66,3,60158929188,50817188,66.82,0.74,1246.26,136503206,148740005.5,239.03,126099998.5
2059,BIH,Bosnia and Herzegovina,1/1/03,43.51,42.36,1.22,8498560877,1479854,75.78,0.82,13485.73,4183757,19389999.39,124.59,19020000.46
2060,BLR,Belarus,1/1/03,45.29,44.3,1.23,17827791321,4897258,68.55,1.74,25292.02,9796749,53619998.93,99.35,78209999.08
2061,BLZ,Belize,1/1/03,74.38,6.66,3.32,1298000000,97460,68.91,0.28,9553.48,263998,4469999.79,66.72,1009999.99
2062,BOL,Bolivia,1/1/03,73.76,33.83,3.72,8082364816,3980057,63.64,4.72,6038.84,9057378,93949996.95,100.75,35099998.47
2063,BRA,Brazil,1/1/03,51.58,27.35,2.02,5.58E+11,85732528,70.72,2.8,12815.02,182629278,1946719971,52.73,835739990.2
2064,BRB,Barbados,1/1/03,48.39,39.53,1.8,3209500000,145813,74.47,0.24,26508.63,267499,3720000.03,41.31,3720000.03
2065,BTN,Bhutan,1/1/03,66.22,14.65,2.92,604041957.9,286771,64.7,3.34,10658.22,634627,-5730000.02,190.52,880000
2066,BWA,Botswana,1/1/03,68.3,45.52,3.11,7511582173,665680,50.95,1.93,8856.52,1826863,50119998.93,200.01,8789999.96
2067,CAN,Canada,1/1/03,45.07,6.91,1.54,8.96E+11,17463546,79.74,2.93,117365.12,31644028,981219970.7,13.12,679150024.4
2068,CHE,Switzerland,1/1/03,47.45,39.38,1.39,3.62E+11,4151688,80.54,0.02,48884.53,7339001,51599998.47,18.11,53950000.76
2069,CHL,Chile,1/1/03,51.01,20.75,1.87,76507577235,6524560,77.39,5.09,20334.66,15859112,33159999.85,36.87,69160003.66
2070,CIV,Cote d'Ivoire,1/1/03,92.68,61.64,5.64,21251755294,6414848,50.95,2.62,1761.56,18116451,49939998.63,238.91,23329999.92
2071,CMR,Cameroon,1/1/03,91.71,19.38,5.46,15970315751,7417444,53.88,4.73,1529.66,16354326,127330001.8,214.27,83819999.69
2072,COL,Colombia,1/1/03,56.44,37.9,2.4,94641378693,19258301,72.36,4.79,7769.8,41057687,222300003.1,54.26,141600006.1
2073,CRI,Costa Rica,1/1/03,53.98,35.82,2.14,17271760507,1819682,78.07,0.98,10991.34,4188610,10699999.81,30.28,11130000.11
2074,CUB,Cuba,1/1/03,44.52,62.39,1.59,35901200000,4702617,76.77,1.99,9271.94,11199217,30829999.92,41.17,41069999.69
2075,CYP,Cyprus,1/1/03,45.07,16.67,1.51,14547325028,499598,77.79,0.01,32076.91,1000350,8710000.04,46.5,8970000.27
2076,CZE,Czechia,1/1/03,41.22,47.48,1.18,1.00E+11,5111710,75.17,0.42,50209.44,10193998,135600006.1,56.91,142539993.3
2077,DEU,Germany,1/1/03,48.7,48.74,1.34,2.50E+12,40236914,78.38,0.1,49300.9,82534176,943140014.6,25.38,961380004.9
2078,DNK,Denmark,1/1/03,50.64,66.45,1.76,2.18E+11,2868194,77.14,1.11,47297.22,5390574,76250000,26.62,76260002.14
2079,DOM,Dominican Republic,1/1/03,63.8,50.4,2.72,21403167848,3342971,70.27,0.54,9092.67,8919852,26120000.84,51.56,28049999.24
2080,DZA,Algeria,1/1/03,54.41,16.75,2.48,67863828413,9556009,71.29,23.44,10510.46,32055883,175300003.1,104.7,177639999.4
2081,ECU,Ecuador,1/1/03,64.71,29.19,2.91,32432858000,5717711,73.98,8.98,8014.88,13301184,82559997.56,40.79,54069999.69
2082,ESP,Spain,1/1/03,45.83,58.4,1.3,9.07E+11,19731180,79.62,0.04,40418.16,42187645,374329986.6,20.75,393429992.7
2083,EST,Estonia,1/1/03,47.34,19.55,1.37,9874013098,675620,71.32,1.62,45835.25,1370720,18280000.69,31.25,19670000.08
2084,FIN,Finland,1/1/03,49.65,7.37,1.76,1.72E+11,2620447,78.37,0.38,75814.09,5213014,69970001.22,9.26,85139999.39
2085,FJI,Fiji,1/1/03,58.11,19.4,2.96,2300453634,334199,66.18,1.03,8717.4,858306,-380000,143.01,2150000.1
2086,FRA,France,1/1/03,53.68,53.91,1.89,1.84E+12,28620674,79.11,0.05,52657.88,62256970,443119995.1,18.46,509459991.5
2087,GAB,Gabon,1/1/03,80.12,8.08,4.3,6511903657,411511,61.67,24.45,8742.19,1378398,17750000,130.97,14550000.19
2088,GBR,United Kingdom,1/1/03,52.07,70.09,1.7,2.06E+12,30095093,78.45,0.79,44826.98,59647577,674119995.1,24.89,685039978
2089,GEO,Georgia,1/1/03,53.05,43.26,1.55,3991284895,2046867,70.33,0.78,9694.85,3951736,8239999.77,134.29,11760000.23
2090,GHA,Ghana,1/1/03,79.18,56.78,4.63,7632406553,9271299,59.11,15.54,1645.28,21329514,64550003.05,194.48,18680000.31
2091,GIN,Guinea,1/1/03,98.1,57.43,5.74,3446441698,3044383,53.68,14.9,983.64,8772254,24930000.31,252.96,13670000.08
2092,GRC,Greece,1/1/03,47.46,64.02,1.29,2.02E+11,4935423,78.84,0.04,35850.46,10928070,121029998.8,42.21,122110000.6
2093,GTM,Guatemala,1/1/03,87.44,46.18,4.25,21576351799,4484110,68.8,1.51,4382.8,12415334,35990001.68,145.21,20770000.46
2094,GUY,Guyana,1/1/03,67.3,5.76,2.92,743064076.8,274062,64.6,16.95,9282.54,760562,12529999.73,123.35,3779999.97
2095,HND,Honduras,1/1/03,80.52,28.18,3.82,8230387552,2639855,69.51,1.23,4087.41,7201881,22069999.69,115.16,15640000.34
2096,HRV,Croatia,1/1/03,49.53,21.37,1.41,35022903387,1808041,74.61,0.77,23832.51,4303399,27360000.61,67.92,28180000.31
2097,HTI,Haiti,1/1/03,75.1,60.6,4.04,4826827577,3402415,59.51,0.52,874.45,8812245,7909999.85,241.71,7840000.15
2098,HUN,Hungary,1/1/03,45.65,65.44,1.27,85285062818,4227774,72.3,0.43,28106.88,10129552,76519996.64,74.31,74199996.95
2099,IDN,Indonesia,1/1/03,53.6,27.17,2.43,2.35E+11,103208206,67.41,6.34,6224.94,223080121,1170000000,130.51,703789978
2100,IND,India,1/1/03,62.85,60.62,3.12,6.08E+11,411069158,64.09,2.14,3583.34,1117415123,1787880005,228.24,1779369995
2101,IRL,Ireland,1/1/03,47.03,63.43,1.96,1.65E+11,1984446,78.14,0.04,44745.53,3996521,70680000.31,20.31,72800003.05
2102,IRQ,Iraq,1/1/03,85.34,19.87,4.62,21921569479,6477441,65.64,54.18,11233.33,27068823,129350006.1,150.2,129410003.7
2103,ISL,Iceland,1/1/03,52.66,18.8,1.99,11429333038,173624,80.96,0,121068.55,289521,3259999.99,6.82,3289999.96
2104,ISR,Israel,1/1/03,60.8,25.46,2.95,1.31E+11,2943707,79.65,0,36880.75,6689700,76470001.22,35.12,76480003.36
2105,ITA,Italy,1/1/03,49.94,50.41,1.29,1.58E+12,24218787,79.98,0.09,37436.27,57313203,509420013.4,30.84,544119995.1
2106,JAM,Jamaica,1/1/03,58.83,43.77,2.13,9430230564,1187098,70.81,1.07,17159.16,2651027,9989999.77,41.72,12420000.08
2107,JOR,Jordan,1/1/03,73.57,11.39,3.84,10195627645,1222762,72.57,0.09,13522.99,5396117,22350000.38,89.07,22350000.38
2108,JPN,Japan,1/1/03,50.27,12.99,1.29,4.52E+12,66836857,81.76,0.01,48392.93,127718000,1197119995,12.54,1294589966
2109,KAZ,Kazakhstan,1/1/03,49.08,78.9,2.03,30833699703,7751505,65.74,22.35,30142.02,14909019,191190002.4,131.13,192699996.9
2110,KEN,Kenya,1/1/03,88.3,47.22,4.91,14904517650,13606235,55.6,5.09,1320.93,33767122,51419998.17,160.04,36299999.24
2111,KHM,Cambodia,1/1/03,68.15,28.89,3.44,4658246918,6043081,62.52,3.41,803.82,12787710,31670000.08,245.75,21319999.69
2112,KWT,Kuwait,1/1/03,38.58,8.47,2.69,47876510067,1041698,76.99,40.82,128997.93,2101506,79910003.66,79.59,79930000.31
2113,LBN,Lebanon,1/1/03,55.06,61.29,2.35,20082918740,1390033,75.59,0,14599.1,4504807,20920000.08,72.18,20909999.85
2114,LBY,Libya,1/1/03,55.49,8.78,2.86,26265625000,1796446,71.13,49.45,39334.31,5542641,114610000.6,77.11,114610000.6
2115,LKA,Sri Lanka,1/1/03,50.01,37.79,2.28,18881765437,7791023,71.37,0.2,2852.47,19224036,25139999.39,98.04,22620000.84
2116,LTU,Lithuania,1/1/03,49.76,40.54,1.26,18781721376,1689186,72.06,0.69,29429.81,3415213,20709999.08,46.25,20629999.16
2117,LUX,Luxembourg,1/1/03,48.66,49.72,1.62,29667268248,198677,77.73,0.02,101260.22,451630,10689999.58,21.01,11210000.04
2118,LVA,Latvia,1/1/03,47.51,25.42,1.32,11771975157,1101201,71.27,1.75,17660.32,2287955,-2589999.91,66.58,11270000.46
2119,MAR,Morocco,1/1/03,58.21,69.18,2.63,52064058834,10184411,67.92,0.24,4397.01,29661270,49979999.54,110.92,54500000
2120,MDA,Moldova,1/1/03,44.65,76.91,1.48,1980907435,1194366,67.42,0.26,9629.67,2903198,11369999.89,119.96,12380000.11
2121,MEX,Mexico,1/1/03,62.25,54.81,2.58,7.29E+11,40436875,74.27,3.44,16393.37,102429341,499559997.6,57.64,562960022
2122,MKD,North Macedonia,1/1/03,46.7,51.16,1.74,4946292775,866336,73.24,0.41,15438.58,2026773,11989999.77,182.15,11989999.77
2123,MLT,Malta,1/1/03,46.11,32.5,1.48,5489359281,160990,78.55,0,56833.48,398582,2920000.08,30.86,2920000.08
2124,MNG,Mongolia,1/1/03,54.97,73.5,2.05,1595297356,1029135,64.21,4.55,17411.36,2516454,29299999.24,261.93,25209999.08
2125,MOZ,Mozambique,1/1/03,90.51,48.47,5.73,6303391144,8739806,50.87,10.1,2058.24,19186754,91330001.83,216.71,24569999.69
2126,MRT,Mauritania,1/1/03,88.4,38.48,5.23,2051147607,734458,61.35,4.46,2027.48,2883326,9989999.77,164.25,9590000.15
2127,MUS,Mauritius,1/1/03,46.03,48.77,1.87,5816553827,545848,72.12,0.01,13249.85,1213370,4710000.04,57.95,4619999.89
2128,MYS,Malaysia,1/1/03,58.3,21.66,2.53,1.10E+11,10200556,73.8,10.99,28866.64,24739411,288920013.4,65.04,183729995.7
2129,NAM,Namibia,1/1/03,78.37,47.15,3.62,4926471294,623518,51.08,0.93,7768.26,1915425,20569999.69,189.7,10010000.23
2130,NER,Niger,1/1/03,100.23,30.32,7.65,3394084885,5333314,51.43,9.26,294.45,12900790,22780000.69,276.9,21549999.24
2131,NGA,Nigeria,1/1/03,87.42,73.21,6.12,1.05E+11,45276846,48.44,13.48,2100.66,133119801,293200012.2,210.22,246710006.7
2132,NIC,Nicaragua,1/1/03,72.66,44.34,2.87,5322454926,1999339,67.22,1.13,3514.39,5323062,37709999.08,103.15,13909999.85
2133,NLD,Netherlands,1/1/03,47.85,56.69,1.75,5.80E+11,8561053,78.49,0.51,65296.63,16225302,207919998.2,28.87,206779998.8
2134,NOR,Norway,1/1/03,53.15,2.85,1.8,2.29E+11,2413804,79.39,8.75,105589.2,4564855,26590000.15,11.96,49459999.08
2135,NPL,Nepal,1/1/03,77.49,29.49,3.46,6330473097,6354102,64.2,1.21,669.5,25682908,23750000,251.76,27180000.31
2136,NZL,New Zealand,1/1/03,51.25,45.03,1.93,88250885550,2079431,79.15,1.08,56674.96,4027200,61200000.76,6.92,84019996.64
2137,OMN,Oman,1/1/03,59.79,4.44,3.35,21633708192,879567,74.14,36.17,58636.2,2431600,46150001.53,165.8,46150001.53
2138,PAK,Pakistan,1/1/03,82.91,47.79,4.88,91760542940,49107668,62.84,1.46,3355.33,166876680,258989990.2,251.89,251929992.7
2139,PAN,Panama,1/1/03,57.87,30.07,2.68,13693981200,1373404,75.22,0.14,21345.66,3181608,15340000.15,35.39,10840000.15
2140,PER,Peru,1/1/03,62.01,18.49,2.66,58731030122,13164270,72.22,2.94,5378.64,27623341,127389999.4,55.84,62380001.07
2141,PHL,Philippines,1/1/03,69.38,37.7,3.6,87039145965,31926684,69.92,0.69,3681.96,82942837,145270004.3,136.48,142839996.3
2142,PNG,Papua New Guinea,1/1/03,72.51,2.22,4.36,3536411824,2422278,61.8,22.64,3376.06,6090980,49110000.61,288.39,14390000.34
2143,POL,Poland,1/1/03,43.28,52.8,1.22,2.18E+11,17342507,74.6,0.6,26777.98,38204570,285779998.8,73.5,357269989
2144,PRT,Portugal,1/1/03,49.29,41.68,1.44,1.65E+11,5442325,77.22,0.11,28965.47,10458821,78819999.69,22.87,78110000.61
2145,PRY,Paraguay,1/1/03,71.69,38.67,3.21,7691367471,2267090,70.3,2.14,22881.87,5353254,91309997.56,67.43,34319999.69
2146,QAT,Qatar,1/1/03,30.73,5.7,2.91,23533791209,474858,75.57,34.09,217673.23,748525,44950000.76,181.99,44950000.76
2147,ROU,Romania,1/1/03,45.27,64.36,1.3,57806506024,10032640,71.31,2.5,20540.85,21574326,125190002.4,92.91,127879997.3
2148,RWA,Rwanda,1/1/03,87.03,73.13,5.67,2137156727,2974186,53.37,9.08,338.95,8567992,5610000.13,233.43,2940000.06
2149,SAU,Saudi Arabia,1/1/03,60.06,80.85,3.5,2.16E+11,7948017,73.63,37.36,67781.14,23150847,391350006.1,145.2,391350006.1
2150,SDN,Sudan,1/1/03,86.37,56.62,5.17,21355576673,7850897,58.2,5.94,1455.16,28188977,103120002.7,218.02,81150001.53
2151,SEN,Senegal,1/1/03,88.19,44.83,5.25,8768721956,2953676,59.12,2.69,2175.09,10434504,22680000.31,174.89,16299999.24
